year_ceremony,fixed_race,category,count,award,pct_race
2016,white,Supporting Actress In A Leading Role,5,sag,1.0
2017,asian,Supporting Actor In A Leading Role,1,sag,0.2
2017,black,Actor In A Leading Role,1,sag,0.2
2017,black,Supporting Actor In A Leading Role,1,sag,0.2
2017,black,Supporting Actress In A Leading Role,4,sag,0.8
2017,white,Actor In A Leading Role,4,sag,0.8
2017,white,Actress In A Leading Role,5,sag,1.0
2017,white,Supporting Actor In A Leading Role,3,sag,0.6
2017,white,Supporting Actress In A Leading Role,1,sag,0.2
2018,asian,Supporting Actress In A Leading Role,1,sag,0.2
2018,black,Actor In A Leading Role,2,sag,0.4
2018,black,Supporting Actress In A Leading Role,1,sag,0.2
2018,white,Actor In A Leading Role,3,sag,0.6
2018,white,Actress In A Leading Role,5,sag,1.0
2018,white,Supporting Actor In A Leading Role,5,sag,1.0
2018,white,Supporting Actress In A Leading Role,3,sag,0.6
2019,black,Supporting Actor In A Leading Role,2,sag,0.4
2019,white,Actor In A Leading Role,5,sag,1.0
2019,white,Actress In A Leading Role,5,sag,1.0
2019,white,Supporting Actor In A Leading Role,3,sag,0.6
2019,white,Supporting Actress In A Leading Role,5,sag,1.0
2020,black,Actress In A Leading Role,1,sag,0.2
2020,black,Supporting Actor In A Leading Role,1,sag,0.2
2020,hispanic,Supporting Actress In A Leading Role,1,sag,0.2
2020,white,Actor In A Leading Role,5,sag,1.0
2020,white,Actress In A Leading Role,4,sag,0.8
2020,white,Supporting Actor In A Leading Role,4,sag,0.8
2020,white,Supporting Actress In A Leading Role,4,sag,0.8
