,year_film,year_ceremony,ceremony,category,name,film,winner,race
0,1927.0,1928.0,1.0,ACTOR IN A LEADING ROLE,Richard Barthelmess,The Noose,False,White
1,1927.0,1928.0,1.0,ACTOR IN A LEADING ROLE,Emil Jannings,The Last Command,True,White
2,1928.0,1929.0,2.0,ACTOR IN A LEADING ROLE,George Bancroft,Thunderbolt,False,White
3,1928.0,1929.0,2.0,ACTOR IN A LEADING ROLE,Warner Baxter,In Old Arizona,True,White
4,1928.0,1929.0,2.0,ACTOR IN A LEADING ROLE,Chester Morris,Alibi,False,White
5,1928.0,1929.0,2.0,ACTOR IN A LEADING ROLE,Paul Muni,The Valiant,False,White
6,1932.0,1933.0,6.0,ACTOR IN A LEADING ROLE,Paul Muni,I Am a Fugitive from a Chain Gang,False,White
7,1935.0,1936.0,8.0,ACTOR IN A LEADING ROLE,Paul Muni,Black Fury,False,White
8,1936.0,1937.0,9.0,ACTOR IN A LEADING ROLE,Paul Muni,The Story of Louis Pasteur,True,White
9,1937.0,1938.0,10.0,ACTOR IN A LEADING ROLE,Paul Muni,The Life of Emile Zola,False,White
10,1959.0,1960.0,32.0,ACTOR IN A LEADING ROLE,Paul Muni,The Last Angry Man,False,White
11,1928.0,1929.0,2.0,ACTOR IN A LEADING ROLE,Lewis Stone,The Patriot,False,White
12,1929.0,1930.0,3.0,ACTOR IN A LEADING ROLE,George Arliss,Disraeli,True,White
13,1929.0,1930.0,3.0,ACTOR IN A LEADING ROLE,George Arliss,The Green Goddess,False,White
14,1929.0,1930.0,3.0,ACTOR IN A LEADING ROLE,Wallace Beery,The Big House,False,White
15,1931.0,1932.0,5.0,ACTOR IN A LEADING ROLE,Wallace Beery,The Champ,True,White
16,1929.0,1930.0,3.0,ACTOR IN A LEADING ROLE,Maurice Chevalier,The Big Pond,False,White
17,1929.0,1930.0,3.0,ACTOR IN A LEADING ROLE,Ronald Colman,Bulldog Drummond,False,White
18,1942.0,1943.0,15.0,ACTOR IN A LEADING ROLE,Ronald Colman,Random Harvest,False,White
19,1947.0,1948.0,20.0,ACTOR IN A LEADING ROLE,Ronald Colman,A Double Life,True,White
20,1929.0,1930.0,3.0,ACTOR IN A LEADING ROLE,Lawrence Tibbett,The Rogue Song,False,Black
21,1930.0,1931.0,4.0,ACTOR IN A LEADING ROLE,Lionel Barrymore,A Free Soul,True,White
22,1928.0,1929.0,2.0,DIRECTING,Lionel Barrymore,Madame X,False,White
23,1930.0,1931.0,4.0,ACTOR IN A LEADING ROLE,Jackie Cooper,Skippy,False,White
24,1930.0,1931.0,4.0,ACTOR IN A LEADING ROLE,Richard Dix,Cimarron,False,White
25,1930.0,1931.0,4.0,ACTOR IN A LEADING ROLE,Fredric March,The Royal Family of Broadway,False,White
26,1931.0,1932.0,5.0,ACTOR IN A LEADING ROLE,Fredric March,Dr. Jekyll and Mr. Hyde,True,White
27,1937.0,1938.0,10.0,ACTOR IN A LEADING ROLE,Fredric March,A Star Is Born,False,White
28,1946.0,1947.0,19.0,ACTOR IN A LEADING ROLE,Fredric March,The Best Years of Our Lives,True,White
29,1951.0,1952.0,24.0,ACTOR IN A LEADING ROLE,Fredric March,Death of a Salesman,False,White
30,1930.0,1931.0,4.0,ACTOR IN A LEADING ROLE,Adolphe Menjou,The Front Page,False,White
31,1931.0,1932.0,5.0,ACTOR IN A LEADING ROLE,Alfred Lunt,The Guardsman,False,White
32,1932.0,1933.0,6.0,ACTOR IN A LEADING ROLE,Leslie Howard,Berkeley Square,False,White
33,1938.0,1939.0,11.0,ACTOR IN A LEADING ROLE,Leslie Howard,Pygmalion,False,White
34,1932.0,1933.0,6.0,ACTOR IN A LEADING ROLE,Charles Laughton,The Private Life of Henry VIII,True,White
35,1935.0,1936.0,8.0,ACTOR IN A LEADING ROLE,Charles Laughton,Mutiny on the Bounty,False,White
36,1957.0,1958.0,30.0,ACTOR IN A LEADING ROLE,Charles Laughton,Witness for the Prosecution,False,White
37,1934.0,1935.0,7.0,ACTOR IN A LEADING ROLE,Clark Gable,It Happened One Night,True,White
38,1935.0,1936.0,8.0,ACTOR IN A LEADING ROLE,Clark Gable,Mutiny on the Bounty,False,White
39,1939.0,1940.0,12.0,ACTOR IN A LEADING ROLE,Clark Gable,Gone with the Wind,False,White
40,1934.0,1935.0,7.0,ACTOR IN A LEADING ROLE,Frank Morgan,The Affairs of Cellini,False,White
41,1942.0,1943.0,15.0,ACTOR IN A SUPPORTING ROLE,Frank Morgan,Tortilla Flat,False,White
42,1934.0,1935.0,7.0,ACTOR IN A LEADING ROLE,William Powell,The Thin Man,False,White
43,1936.0,1937.0,9.0,ACTOR IN A LEADING ROLE,William Powell,My Man Godfrey,False,White
44,1947.0,1948.0,20.0,ACTOR IN A LEADING ROLE,William Powell,Life with Father,False,White
45,1935.0,1936.0,8.0,ACTOR IN A LEADING ROLE,Victor McLaglen,The Informer,True,White
46,1952.0,1953.0,25.0,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,False,White
47,1935.0,1936.0,8.0,ACTOR IN A LEADING ROLE,Franchot Tone,Mutiny on the Bounty,False,White
48,1936.0,1937.0,9.0,ACTOR IN A LEADING ROLE,Gary Cooper,Mr. Deeds Goes to Town,False,White
49,1941.0,1942.0,14.0,ACTOR IN A LEADING ROLE,Gary Cooper,Sergeant York,True,White
50,1942.0,1943.0,15.0,ACTOR IN A LEADING ROLE,Gary Cooper,The Pride of the Yankees,False,White
51,1943.0,1944.0,16.0,ACTOR IN A LEADING ROLE,Gary Cooper,For Whom the Bell Tolls,False,White
52,1952.0,1953.0,25.0,ACTOR IN A LEADING ROLE,Gary Cooper,High Noon,True,White
53,1936.0,1937.0,9.0,ACTOR IN A LEADING ROLE,Walter Huston,Dodsworth,False,White
54,1941.0,1942.0,14.0,ACTOR IN A LEADING ROLE,Walter Huston,All That Money Can Buy,False,White
55,1942.0,1943.0,15.0,ACTOR IN A SUPPORTING ROLE,Walter Huston,Yankee Doodle Dandy,False,White
56,1948.0,1949.0,21.0,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,True,White
57,1936.0,1937.0,9.0,ACTOR IN A LEADING ROLE,Spencer Tracy,San Francisco,False,White
58,1937.0,1938.0,10.0,ACTOR IN A LEADING ROLE,Spencer Tracy,Captains Courageous,True,White
59,1938.0,1939.0,11.0,ACTOR IN A LEADING ROLE,Spencer Tracy,Boys Town,True,White
60,1950.0,1951.0,23.0,ACTOR IN A LEADING ROLE,Spencer Tracy,Father of the Bride,False,White
61,1955.0,1956.0,28.0,ACTOR IN A LEADING ROLE,Spencer Tracy,Bad Day at Black Rock,False,White
62,1958.0,1959.0,31.0,ACTOR IN A LEADING ROLE,Spencer Tracy,The Old Man and the Sea,False,White
63,1960.0,1961.0,33.0,ACTOR IN A LEADING ROLE,Spencer Tracy,Inherit the Wind,False,White
64,1961.0,1962.0,34.0,ACTOR IN A LEADING ROLE,Spencer Tracy,Judgment at Nuremberg,False,White
65,1967.0,1968.0,40.0,ACTOR IN A LEADING ROLE,Spencer Tracy,Guess Who's Coming to Dinner,False,White
66,1937.0,1938.0,10.0,ACTOR IN A LEADING ROLE,Charles Boyer,Conquest,False,White
67,1938.0,1939.0,11.0,ACTOR IN A LEADING ROLE,Charles Boyer,Algiers,False,White
68,1944.0,1945.0,17.0,ACTOR IN A LEADING ROLE,Charles Boyer,Gaslight,False,White
69,1961.0,1962.0,34.0,ACTOR IN A LEADING ROLE,Charles Boyer,Fanny,False,White
70,1937.0,1938.0,10.0,ACTOR IN A LEADING ROLE,Robert Montgomery,Night Must Fall,False,White
71,1941.0,1942.0,14.0,ACTOR IN A LEADING ROLE,Robert Montgomery,Here Comes Mr. Jordan,False,White
72,1938.0,1939.0,11.0,ACTOR IN A LEADING ROLE,James Cagney,Angels with Dirty Faces,False,White
73,1942.0,1943.0,15.0,ACTOR IN A LEADING ROLE,James Cagney,Yankee Doodle Dandy,True,White
74,1955.0,1956.0,28.0,ACTOR IN A LEADING ROLE,James Cagney,Love Me or Leave Me,False,White
75,1938.0,1939.0,11.0,ACTOR IN A LEADING ROLE,Robert Donat,The Citadel,False,White
76,1939.0,1940.0,12.0,ACTOR IN A LEADING ROLE,Robert Donat,"Goodbye, Mr. Chips",True,White
77,1939.0,1940.0,12.0,ACTOR IN A LEADING ROLE,Laurence Olivier,Wuthering Heights,False,White
78,1940.0,1941.0,13.0,ACTOR IN A LEADING ROLE,Laurence Olivier,Rebecca,False,White
79,1946.0,1947.0,19.0,ACTOR IN A LEADING ROLE,Laurence Olivier,Henry V,False,White
80,1948.0,1949.0,21.0,ACTOR IN A LEADING ROLE,Laurence Olivier,Hamlet,True,White
81,1960.0,1961.0,33.0,ACTOR IN A LEADING ROLE,Laurence Olivier,The Entertainer,False,White
82,1965.0,1966.0,38.0,ACTOR IN A LEADING ROLE,Laurence Olivier,Othello,False,White
83,1972.0,1973.0,45.0,ACTOR IN A LEADING ROLE,Laurence Olivier,Sleuth,False,White
84,1978.0,1979.0,51.0,ACTOR IN A LEADING ROLE,Laurence Olivier,The Boys from Brazil,False,White
85,1976.0,1977.0,49.0,ACTOR IN A SUPPORTING ROLE,Laurence Olivier,Marathon Man,False,White
86,1948.0,1949.0,21.0,DIRECTING,Laurence Olivier,Hamlet,False,White
87,1939.0,1940.0,12.0,ACTOR IN A LEADING ROLE,Mickey Rooney,Babes in Arms,False,White
88,1943.0,1944.0,16.0,ACTOR IN A LEADING ROLE,Mickey Rooney,The Human Comedy,False,White
89,1956.0,1957.0,29.0,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Bold and the Brave,False,White
90,1979.0,1980.0,52.0,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,False,White
91,1939.0,1940.0,12.0,ACTOR IN A LEADING ROLE,James Stewart,Mr. Smith Goes to Washington,False,White
92,1940.0,1941.0,13.0,ACTOR IN A LEADING ROLE,James Stewart,The Philadelphia Story,True,White
93,1946.0,1947.0,19.0,ACTOR IN A LEADING ROLE,James Stewart,It's a Wonderful Life,False,White
94,1950.0,1951.0,23.0,ACTOR IN A LEADING ROLE,James Stewart,Harvey,False,White
95,1959.0,1960.0,32.0,ACTOR IN A LEADING ROLE,James Stewart,Anatomy of a Murder,False,White
96,1940.0,1941.0,13.0,ACTOR IN A LEADING ROLE,Charles Chaplin,The Great Dictator,False,White
97,1940.0,1941.0,13.0,ACTOR IN A LEADING ROLE,Henry Fonda,The Grapes of Wrath,False,White
98,1981.0,1982.0,54.0,ACTOR IN A LEADING ROLE,Henry Fonda,On Golden Pond,True,White
99,1940.0,1941.0,13.0,ACTOR IN A LEADING ROLE,Raymond Massey,Abe Lincoln in Illinois,False,White
100,1941.0,1942.0,14.0,ACTOR IN A LEADING ROLE,Cary Grant,Penny Serenade,False,White
101,1944.0,1945.0,17.0,ACTOR IN A LEADING ROLE,Cary Grant,None but the Lonely Heart,False,White
102,1941.0,1942.0,14.0,ACTOR IN A LEADING ROLE,Orson Welles,Citizen Kane,False,White
103,1941.0,1942.0,14.0,DIRECTING,Orson Welles,Citizen Kane,False,White
104,1942.0,1943.0,15.0,ACTOR IN A LEADING ROLE,Walter Pidgeon,Mrs. Miniver,False,White
105,1943.0,1944.0,16.0,ACTOR IN A LEADING ROLE,Walter Pidgeon,Madame Curie,False,White
106,1942.0,1943.0,15.0,ACTOR IN A LEADING ROLE,Monty Woolley,The Pied Piper,False,White
107,1944.0,1945.0,17.0,ACTOR IN A SUPPORTING ROLE,Monty Woolley,Since You Went Away,False,White
108,1943.0,1944.0,16.0,ACTOR IN A LEADING ROLE,Humphrey Bogart,Casablanca,False,White
109,1951.0,1952.0,24.0,ACTOR IN A LEADING ROLE,Humphrey Bogart,The African Queen,True,White
110,1954.0,1955.0,27.0,ACTOR IN A LEADING ROLE,Humphrey Bogart,The Caine Mutiny,False,White
111,1943.0,1944.0,16.0,ACTOR IN A LEADING ROLE,Paul Lukas,Watch on the Rhine,True,White
112,1944.0,1945.0,17.0,ACTOR IN A LEADING ROLE,Bing Crosby,Going My Way,True,White
113,1945.0,1946.0,18.0,ACTOR IN A LEADING ROLE,Bing Crosby,The Bells of St. Mary's,False,White
114,1954.0,1955.0,27.0,ACTOR IN A LEADING ROLE,Bing Crosby,The Country Girl,False,White
115,1944.0,1945.0,17.0,ACTOR IN A LEADING ROLE,Barry Fitzgerald,Going My Way,False,White
116,1944.0,1945.0,17.0,ACTOR IN A SUPPORTING ROLE,Barry Fitzgerald,Going My Way,True,White
117,1944.0,1945.0,17.0,ACTOR IN A LEADING ROLE,Alexander Knox,Wilson,False,White
118,1945.0,1946.0,18.0,ACTOR IN A LEADING ROLE,Gene Kelly,Anchors Aweigh,False,White
119,1945.0,1946.0,18.0,ACTOR IN A LEADING ROLE,Ray Milland,The Lost Weekend,True,White
120,1945.0,1946.0,18.0,ACTOR IN A LEADING ROLE,Gregory Peck,The Keys of the Kingdom,False,White
121,1946.0,1947.0,19.0,ACTOR IN A LEADING ROLE,Gregory Peck,The Yearling,False,White
122,1947.0,1948.0,20.0,ACTOR IN A LEADING ROLE,Gregory Peck,Gentleman's Agreement,False,White
123,1949.0,1950.0,22.0,ACTOR IN A LEADING ROLE,Gregory Peck,Twelve O'Clock High,False,White
124,1962.0,1963.0,35.0,ACTOR IN A LEADING ROLE,Gregory Peck,To Kill a Mockingbird,True,White
125,1945.0,1946.0,18.0,ACTOR IN A LEADING ROLE,Cornel Wilde,A Song to Remember,False,White
126,1946.0,1947.0,19.0,ACTOR IN A LEADING ROLE,Larry Parks,The Jolson Story,False,White
127,1947.0,1948.0,20.0,ACTOR IN A LEADING ROLE,John Garfield,Body and Soul,False,White
128,1938.0,1939.0,11.0,ACTOR IN A SUPPORTING ROLE,John Garfield,Four Daughters,False,White
129,1947.0,1948.0,20.0,ACTOR IN A LEADING ROLE,Michael Redgrave,Mourning Becomes Electra,False,White
130,1948.0,1949.0,21.0,ACTOR IN A LEADING ROLE,Lew Ayres,Johnny Belinda,False,White
131,1948.0,1949.0,21.0,ACTOR IN A LEADING ROLE,Montgomery Clift,The Search,False,White
132,1951.0,1952.0,24.0,ACTOR IN A LEADING ROLE,Montgomery Clift,A Place in the Sun,False,White
133,1953.0,1954.0,26.0,ACTOR IN A LEADING ROLE,Montgomery Clift,From Here to Eternity,False,White
134,1961.0,1962.0,34.0,ACTOR IN A SUPPORTING ROLE,Montgomery Clift,Judgment at Nuremberg,False,White
135,1948.0,1949.0,21.0,ACTOR IN A LEADING ROLE,Dan Dailey,When My Baby Smiles at Me,False,White
136,1948.0,1949.0,21.0,ACTOR IN A LEADING ROLE,Clifton Webb,Sitting Pretty,False,White
137,1944.0,1945.0,17.0,ACTOR IN A SUPPORTING ROLE,Clifton Webb,Laura,False,White
138,1946.0,1947.0,19.0,ACTOR IN A SUPPORTING ROLE,Clifton Webb,The Razor's Edge,False,White
139,1949.0,1950.0,22.0,ACTOR IN A LEADING ROLE,Broderick Crawford,All the King's Men,True,White
140,1949.0,1950.0,22.0,ACTOR IN A LEADING ROLE,Kirk Douglas,Champion,False,White
141,1952.0,1953.0,25.0,ACTOR IN A LEADING ROLE,Kirk Douglas,The Bad and the Beautiful,False,White
142,1956.0,1957.0,29.0,ACTOR IN A LEADING ROLE,Kirk Douglas,Lust for Life,False,White
143,1949.0,1950.0,22.0,ACTOR IN A LEADING ROLE,Richard Todd,The Hasty Heart,False,White
144,1949.0,1950.0,22.0,ACTOR IN A LEADING ROLE,John Wayne,Sands of Iwo Jima,False,White
145,1969.0,1970.0,42.0,ACTOR IN A LEADING ROLE,John Wayne,True Grit,True,White
146,1950.0,1951.0,23.0,ACTOR IN A LEADING ROLE,Louis Calhern,The Magnificent Yankee,False,White
147,1950.0,1951.0,23.0,ACTOR IN A LEADING ROLE,José Ferrer,Cyrano de Bergerac,True,Hispanic
148,1952.0,1953.0,25.0,ACTOR IN A LEADING ROLE,José Ferrer,Moulin Rouge,False,Hispanic
149,1948.0,1949.0,21.0,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,False,Hispanic
150,1950.0,1951.0,23.0,ACTOR IN A LEADING ROLE,William Holden,Sunset Blvd.,False,White
151,1953.0,1954.0,26.0,ACTOR IN A LEADING ROLE,William Holden,Stalag 17,True,White
152,1976.0,1977.0,49.0,ACTOR IN A LEADING ROLE,William Holden,Network,False,White
153,1951.0,1952.0,24.0,ACTOR IN A LEADING ROLE,Marlon Brando,A Streetcar Named Desire,False,White
154,1952.0,1953.0,25.0,ACTOR IN A LEADING ROLE,Marlon Brando,Viva Zapata!,False,White
155,1953.0,1954.0,26.0,ACTOR IN A LEADING ROLE,Marlon Brando,Julius Caesar,False,White
156,1954.0,1955.0,27.0,ACTOR IN A LEADING ROLE,Marlon Brando,On the Waterfront,True,White
157,1957.0,1958.0,30.0,ACTOR IN A LEADING ROLE,Marlon Brando,Sayonara,False,White
158,1972.0,1973.0,45.0,ACTOR IN A LEADING ROLE,Marlon Brando,The Godfather,True,White
159,1973.0,1974.0,46.0,ACTOR IN A LEADING ROLE,Marlon Brando,Last Tango in Paris,False,White
160,1989.0,1990.0,62.0,ACTOR IN A SUPPORTING ROLE,Marlon Brando,A Dry White Season,False,White
161,1951.0,1952.0,24.0,ACTOR IN A LEADING ROLE,Arthur Kennedy,Bright Victory,False,White
162,1949.0,1950.0,22.0,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,False,White
163,1955.0,1956.0,28.0,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,False,White
164,1957.0,1958.0,30.0,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Peyton Place,False,White
165,1958.0,1959.0,31.0,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Some Came Running,False,White
166,1952.0,1953.0,25.0,ACTOR IN A LEADING ROLE,Alec Guinness,The Lavender Hill Mob,False,White
167,1957.0,1958.0,30.0,ACTOR IN A LEADING ROLE,Alec Guinness,The Bridge on the River Kwai,True,White
168,1977.0,1978.0,50.0,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,False,White
169,1988.0,1989.0,61.0,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Little Dorrit,False,White
170,1953.0,1954.0,26.0,ACTOR IN A LEADING ROLE,Richard Burton,The Robe,False,White
171,1964.0,1965.0,37.0,ACTOR IN A LEADING ROLE,Richard Burton,Becket,False,White
172,1965.0,1966.0,38.0,ACTOR IN A LEADING ROLE,Richard Burton,The Spy Who Came In from the Cold,False,White
173,1966.0,1967.0,39.0,ACTOR IN A LEADING ROLE,Richard Burton,Who's Afraid of Virginia Woolf?,False,White
174,1969.0,1970.0,42.0,ACTOR IN A LEADING ROLE,Richard Burton,Anne of the Thousand Days,False,White
175,1977.0,1978.0,50.0,ACTOR IN A LEADING ROLE,Richard Burton,Equus,False,White
176,1952.0,1953.0,25.0,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,False,White
177,1953.0,1954.0,26.0,ACTOR IN A LEADING ROLE,Burt Lancaster,From Here to Eternity,False,White
178,1960.0,1961.0,33.0,ACTOR IN A LEADING ROLE,Burt Lancaster,Elmer Gantry,True,White
179,1962.0,1963.0,35.0,ACTOR IN A LEADING ROLE,Burt Lancaster,Birdman of Alcatraz,False,White
180,1981.0,1982.0,54.0,ACTOR IN A LEADING ROLE,Burt Lancaster,Atlantic City,False,White
181,1954.0,1955.0,27.0,ACTOR IN A LEADING ROLE,James Mason,A Star Is Born,False,White
182,1966.0,1967.0,39.0,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,False,White
183,1982.0,1983.0,55.0,ACTOR IN A SUPPORTING ROLE,James Mason,The Verdict,False,White
184,1954.0,1955.0,27.0,ACTOR IN A LEADING ROLE,Dan O'Herlihy,Adventures of Robinson Crusoe,False,White
185,1955.0,1956.0,28.0,ACTOR IN A LEADING ROLE,Ernest Borgnine,Marty,True,White
186,1955.0,1956.0,28.0,ACTOR IN A LEADING ROLE,James Dean,East of Eden,False,White
187,1956.0,1957.0,29.0,ACTOR IN A LEADING ROLE,James Dean,Giant,False,White
188,1955.0,1956.0,28.0,ACTOR IN A LEADING ROLE,Frank Sinatra,The Man with the Golden Arm,False,White
189,1953.0,1954.0,26.0,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,True,White
190,1956.0,1957.0,29.0,ACTOR IN A LEADING ROLE,Yul Brynner,The King and I,True,White
191,1956.0,1957.0,29.0,ACTOR IN A LEADING ROLE,Rock Hudson,Giant,False,White
192,1956.0,1957.0,29.0,ACTOR IN A LEADING ROLE,Sir Laurence Olivier,Richard III,False,White
193,1957.0,1958.0,30.0,ACTOR IN A LEADING ROLE,Anthony Franciosa,A Hatful of Rain,False,White
194,1957.0,1958.0,30.0,ACTOR IN A LEADING ROLE,Anthony Quinn,Wild Is the Wind,False,Hispanic
195,1964.0,1965.0,37.0,ACTOR IN A LEADING ROLE,Anthony Quinn,Zorba the Greek,False,Hispanic
196,1952.0,1953.0,25.0,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,True,Hispanic
197,1956.0,1957.0,29.0,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,True,Hispanic
198,1958.0,1959.0,31.0,ACTOR IN A LEADING ROLE,Tony Curtis,The Defiant Ones,False,White
199,1958.0,1959.0,31.0,ACTOR IN A LEADING ROLE,Paul Newman,Cat on a Hot Tin Roof,False,White
200,1961.0,1962.0,34.0,ACTOR IN A LEADING ROLE,Paul Newman,The Hustler,False,White
201,1963.0,1964.0,36.0,ACTOR IN A LEADING ROLE,Paul Newman,Hud,False,White
202,1967.0,1968.0,40.0,ACTOR IN A LEADING ROLE,Paul Newman,Cool Hand Luke,False,White
203,1981.0,1982.0,54.0,ACTOR IN A LEADING ROLE,Paul Newman,Absence of Malice,False,White
204,1982.0,1983.0,55.0,ACTOR IN A LEADING ROLE,Paul Newman,The Verdict,False,White
205,1986.0,1987.0,59.0,ACTOR IN A LEADING ROLE,Paul Newman,The Color of Money,True,White
206,1994.0,1995.0,67.0,ACTOR IN A LEADING ROLE,Paul Newman,Nobody's Fool,False,White
207,2002.0,2003.0,75.0,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,False,White
208,1958.0,1959.0,31.0,ACTOR IN A LEADING ROLE,David Niven,Separate Tables,True,White
209,1958.0,1959.0,31.0,ACTOR IN A LEADING ROLE,Sidney Poitier,The Defiant Ones,False,Black
210,1963.0,1964.0,36.0,ACTOR IN A LEADING ROLE,Sidney Poitier,Lilies of the Field,True,Black
211,1959.0,1960.0,32.0,ACTOR IN A LEADING ROLE,Laurence Harvey,Room at the Top,False,White
212,1959.0,1960.0,32.0,ACTOR IN A LEADING ROLE,Charlton Heston,Ben-Hur,True,White
213,1959.0,1960.0,32.0,ACTOR IN A LEADING ROLE,Jack Lemmon,Some Like It Hot,False,White
214,1960.0,1961.0,33.0,ACTOR IN A LEADING ROLE,Jack Lemmon,The Apartment,False,White
215,1962.0,1963.0,35.0,ACTOR IN A LEADING ROLE,Jack Lemmon,Days of Wine and Roses,False,White
216,1973.0,1974.0,46.0,ACTOR IN A LEADING ROLE,Jack Lemmon,Save the Tiger,True,White
217,1979.0,1980.0,52.0,ACTOR IN A LEADING ROLE,Jack Lemmon,The China Syndrome,False,White
218,1980.0,1981.0,53.0,ACTOR IN A LEADING ROLE,Jack Lemmon,Tribute,False,White
219,1982.0,1983.0,55.0,ACTOR IN A LEADING ROLE,Jack Lemmon,Missing,False,White
220,1955.0,1956.0,28.0,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,True,White
221,1960.0,1961.0,33.0,ACTOR IN A LEADING ROLE,Trevor Howard,Sons and Lovers,False,White
222,1961.0,1962.0,34.0,ACTOR IN A LEADING ROLE,Maximilian Schell,Judgment at Nuremberg,True,White
223,1975.0,1976.0,48.0,ACTOR IN A LEADING ROLE,Maximilian Schell,The Man in the Glass Booth,False,White
224,1977.0,1978.0,50.0,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,Julia,False,White
225,1961.0,1962.0,34.0,ACTOR IN A LEADING ROLE,Stuart Whitman,The Mark,False,White
226,1962.0,1963.0,35.0,ACTOR IN A LEADING ROLE,Marcello Mastroianni,Divorce--Italian Style,False,White
227,1977.0,1978.0,50.0,ACTOR IN A LEADING ROLE,Marcello Mastroianni,A Special Day,False,White
228,1987.0,1988.0,60.0,ACTOR IN A LEADING ROLE,Marcello Mastroianni,Dark Eyes,False,White
229,1962.0,1963.0,35.0,ACTOR IN A LEADING ROLE,Peter O'Toole,Lawrence of Arabia,False,White
230,1964.0,1965.0,37.0,ACTOR IN A LEADING ROLE,Peter O'Toole,Becket,False,White
231,1968.0,1969.0,41.0,ACTOR IN A LEADING ROLE,Peter O'Toole,The Lion in Winter,False,White
232,1969.0,1970.0,42.0,ACTOR IN A LEADING ROLE,Peter O'Toole,"Goodbye, Mr. Chips",False,White
233,1972.0,1973.0,45.0,ACTOR IN A LEADING ROLE,Peter O'Toole,The Ruling Class,False,White
234,1980.0,1981.0,53.0,ACTOR IN A LEADING ROLE,Peter O'Toole,The Stunt Man,False,White
235,1982.0,1983.0,55.0,ACTOR IN A LEADING ROLE,Peter O'Toole,My Favorite Year,False,White
236,2006.0,2007.0,79.0,ACTOR IN A LEADING ROLE,Peter O'Toole,Venus,False,White
237,1963.0,1964.0,36.0,ACTOR IN A LEADING ROLE,Albert Finney,Tom Jones,False,White
238,1974.0,1975.0,47.0,ACTOR IN A LEADING ROLE,Albert Finney,Murder on the Orient Express,False,White
239,1983.0,1984.0,56.0,ACTOR IN A LEADING ROLE,Albert Finney,The Dresser,False,White
240,1984.0,1985.0,57.0,ACTOR IN A LEADING ROLE,Albert Finney,Under the Volcano,False,White
241,2000.0,2001.0,73.0,ACTOR IN A SUPPORTING ROLE,Albert Finney,Erin Brockovich,False,White
242,1963.0,1964.0,36.0,ACTOR IN A LEADING ROLE,Richard Harris,This Sporting Life,False,White
243,1990.0,1991.0,63.0,ACTOR IN A LEADING ROLE,Richard Harris,The Field,False,White
244,1963.0,1964.0,36.0,ACTOR IN A LEADING ROLE,Rex Harrison,Cleopatra,False,White
245,1964.0,1965.0,37.0,ACTOR IN A LEADING ROLE,Rex Harrison,My Fair Lady,True,White
246,1964.0,1965.0,37.0,ACTOR IN A LEADING ROLE,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,White
247,1979.0,1980.0,52.0,ACTOR IN A LEADING ROLE,Peter Sellers,Being There,False,White
248,1965.0,1966.0,38.0,ACTOR IN A LEADING ROLE,Lee Marvin,Cat Ballou,True,White
249,1965.0,1966.0,38.0,ACTOR IN A LEADING ROLE,Rod Steiger,The Pawnbroker,False,White
250,1967.0,1968.0,40.0,ACTOR IN A LEADING ROLE,Rod Steiger,In the Heat of the Night,True,White
251,1954.0,1955.0,27.0,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,False,White
252,1965.0,1966.0,38.0,ACTOR IN A LEADING ROLE,Oskar Werner,Ship of Fools,False,White
253,1966.0,1967.0,39.0,ACTOR IN A LEADING ROLE,Alan Arkin,The Russians Are Coming The Russians Are Coming,False,White
254,1968.0,1969.0,41.0,ACTOR IN A LEADING ROLE,Alan Arkin,The Heart Is a Lonely Hunter,False,White
255,2006.0,2007.0,79.0,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Little Miss Sunshine,True,White
256,2012.0,2013.0,85.0,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Argo,False,White
257,1966.0,1967.0,39.0,ACTOR IN A LEADING ROLE,Michael Caine,Alfie,False,White
