,year_film,year_ceremony,ceremony,category,name,film,winner,race
1077,1958.0,1959.0,31.0,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Cat on a Hot Tin Roof,False,White
1078,1959.0,1960.0,32.0,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,"Suddenly, Last Summer",False,White
1079,1960.0,1961.0,33.0,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Butterfield 8,True,White
1080,1966.0,1967.0,39.0,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,True,White
1081,1957.0,1958.0,30.0,ACTRESS IN A LEADING ROLE,Lana Turner,Peyton Place,False,White
1082,1957.0,1958.0,30.0,ACTRESS IN A LEADING ROLE,Joanne Woodward,The Three Faces of Eve,True,White
1083,1968.0,1969.0,41.0,ACTRESS IN A LEADING ROLE,Joanne Woodward,"Rachel, Rachel",False,White
1084,1973.0,1974.0,46.0,ACTRESS IN A LEADING ROLE,Joanne Woodward,"Summer Wishes, Winter Dreams",False,White
1085,1990.0,1991.0,63.0,ACTRESS IN A LEADING ROLE,Joanne Woodward,Mr. & Mrs. Bridge,False,White
1086,1958.0,1959.0,31.0,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Some Came Running,False,White
1087,1960.0,1961.0,33.0,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Apartment,False,White
1088,1963.0,1964.0,36.0,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Irma La Douce,False,White
1089,1977.0,1978.0,50.0,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Turning Point,False,White
1090,1983.0,1984.0,56.0,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Terms of Endearment,True,White
1091,1959.0,1960.0,32.0,ACTRESS IN A LEADING ROLE,Doris Day,Pillow Talk,False,White
1092,1959.0,1960.0,32.0,ACTRESS IN A LEADING ROLE,Simone Signoret,Room at the Top,True,White
1093,1965.0,1966.0,38.0,ACTRESS IN A LEADING ROLE,Simone Signoret,Ship of Fools,False,White
1094,1960.0,1961.0,33.0,ACTRESS IN A LEADING ROLE,Melina Mercouri,Never on Sunday,False,White
1095,1961.0,1962.0,34.0,ACTRESS IN A LEADING ROLE,Piper Laurie,The Hustler,False,White
1096,1976.0,1977.0,49.0,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,False,White
1097,1986.0,1987.0,59.0,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Children of a Lesser God,False,White
1098,1961.0,1962.0,34.0,ACTRESS IN A LEADING ROLE,Sophia Loren,Two Women,True,White
1099,1964.0,1965.0,37.0,ACTRESS IN A LEADING ROLE,Sophia Loren,Marriage Italian Style,False,White
1100,1961.0,1962.0,34.0,ACTRESS IN A LEADING ROLE,Geraldine Page,Summer and Smoke,False,White
1101,1962.0,1963.0,35.0,ACTRESS IN A LEADING ROLE,Geraldine Page,Sweet Bird of Youth,False,White
1102,1978.0,1979.0,51.0,ACTRESS IN A LEADING ROLE,Geraldine Page,Interiors,False,White
1103,1985.0,1986.0,58.0,ACTRESS IN A LEADING ROLE,Geraldine Page,The Trip to Bountiful,True,White
1104,1953.0,1954.0,26.0,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Hondo,False,White
1105,1966.0,1967.0,39.0,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,You're a Big Boy Now,False,White
1106,1972.0,1973.0,45.0,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Pete 'n' Tillie,False,White
1107,1984.0,1985.0,57.0,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,The Pope of Greenwich Village,False,White
1108,1961.0,1962.0,34.0,ACTRESS IN A LEADING ROLE,Natalie Wood,Splendor in the Grass,False,White
1109,1963.0,1964.0,36.0,ACTRESS IN A LEADING ROLE,Natalie Wood,Love with the Proper Stranger,False,White
1110,1955.0,1956.0,28.0,ACTRESS IN A SUPPORTING ROLE,Natalie Wood,Rebel without a Cause,False,White
1111,1962.0,1963.0,35.0,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Miracle Worker,True,White
1112,1964.0,1965.0,37.0,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Pumpkin Eater,False,White
1113,1967.0,1968.0,40.0,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Graduate,False,White
1114,1977.0,1978.0,50.0,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Turning Point,False,White
1115,1985.0,1986.0,58.0,ACTRESS IN A LEADING ROLE,Anne Bancroft,Agnes of God,False,White
1116,1962.0,1963.0,35.0,ACTRESS IN A LEADING ROLE,Lee Remick,Days of Wine and Roses,False,White
1117,1963.0,1964.0,36.0,ACTRESS IN A LEADING ROLE,Patricia Neal,Hud,True,White
1118,1968.0,1969.0,41.0,ACTRESS IN A LEADING ROLE,Patricia Neal,The Subject Was Roses,False,White
1119,1963.0,1964.0,36.0,ACTRESS IN A LEADING ROLE,Rachel Roberts,This Sporting Life,False,White
1120,1964.0,1965.0,37.0,ACTRESS IN A LEADING ROLE,Julie Andrews,Mary Poppins,True,White
1121,1965.0,1966.0,38.0,ACTRESS IN A LEADING ROLE,Julie Andrews,The Sound of Music,False,White
1122,1982.0,1983.0,55.0,ACTRESS IN A LEADING ROLE,Julie Andrews,Victor/Victoria,False,White
1123,1964.0,1965.0,37.0,ACTRESS IN A LEADING ROLE,Debbie Reynolds,The Unsinkable Molly Brown,False,White
1124,1964.0,1965.0,37.0,ACTRESS IN A LEADING ROLE,Kim Stanley,Seance on a Wet Afternoon,False,White
1125,1982.0,1983.0,55.0,ACTRESS IN A SUPPORTING ROLE,Kim Stanley,Frances,False,White
1126,1965.0,1966.0,38.0,ACTRESS IN A LEADING ROLE,Julie Christie,Darling,True,White
1127,1971.0,1972.0,44.0,ACTRESS IN A LEADING ROLE,Julie Christie,McCabe & Mrs. Miller,False,White
1128,1997.0,1998.0,70.0,ACTRESS IN A LEADING ROLE,Julie Christie,Afterglow,False,White
1129,2007.0,2008.0,80.0,ACTRESS IN A LEADING ROLE,Julie Christie,Away from Her,False,White
1130,1965.0,1966.0,38.0,ACTRESS IN A LEADING ROLE,Samantha Eggar,The Collector,False,White
1131,1965.0,1966.0,38.0,ACTRESS IN A LEADING ROLE,Elizabeth Hartman,A Patch of Blue,False,White
1132,1966.0,1967.0,39.0,ACTRESS IN A LEADING ROLE,Anouk Aimee,A Man and a Woman,False,White
1133,1966.0,1967.0,39.0,ACTRESS IN A LEADING ROLE,Ida Kaminska,The Shop on Main Street,False,White
1134,1966.0,1967.0,39.0,ACTRESS IN A LEADING ROLE,Lynn Redgrave,Georgy Girl,False,White
1135,1998.0,1999.0,71.0,ACTRESS IN A SUPPORTING ROLE,Lynn Redgrave,Gods and Monsters,False,White
1136,1966.0,1967.0,39.0,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,Morgan!,False,White
1137,1968.0,1969.0,41.0,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,Isadora,False,White
1138,1971.0,1972.0,44.0,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,"Mary, Queen of Scots",False,White
1139,1984.0,1985.0,57.0,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,The Bostonians,False,White
1140,1977.0,1978.0,50.0,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Julia,True,White
1141,1992.0,1993.0,65.0,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Howards End,False,White
1142,1967.0,1968.0,40.0,ACTRESS IN A LEADING ROLE,Faye Dunaway,Bonnie and Clyde,False,White
1143,1974.0,1975.0,47.0,ACTRESS IN A LEADING ROLE,Faye Dunaway,Chinatown,False,White
1144,1976.0,1977.0,49.0,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,True,White
1145,1967.0,1968.0,40.0,ACTRESS IN A LEADING ROLE,Dame Edith Evans,The Whisperers,False,White
1146,1963.0,1964.0,36.0,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,Tom Jones,False,White
1147,1964.0,1965.0,37.0,ACTRESS IN A SUPPORTING ROLE,Dame Edith Evans,The Chalk Garden,False,White
1148,1968.0,1969.0,41.0,ACTRESS IN A LEADING ROLE,Barbra Streisand,Funny Girl,True,White
1149,1973.0,1974.0,46.0,ACTRESS IN A LEADING ROLE,Barbra Streisand,The Way We Were,False,White
1150,1969.0,1970.0,42.0,ACTRESS IN A LEADING ROLE,Genevieve Bujold,Anne of the Thousand Days,False,White
1151,1969.0,1970.0,42.0,ACTRESS IN A LEADING ROLE,Jane Fonda,"They Shoot Horses, Don't They?",False,White
1152,1971.0,1972.0,44.0,ACTRESS IN A LEADING ROLE,Jane Fonda,Klute,True,White
1153,1977.0,1978.0,50.0,ACTRESS IN A LEADING ROLE,Jane Fonda,Julia,False,White
1154,1978.0,1979.0,51.0,ACTRESS IN A LEADING ROLE,Jane Fonda,Coming Home,True,White
1155,1979.0,1980.0,52.0,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,False,White
1156,1986.0,1987.0,59.0,ACTRESS IN A LEADING ROLE,Jane Fonda,The Morning After,False,White
1157,1981.0,1982.0,54.0,ACTRESS IN A SUPPORTING ROLE,Jane Fonda,On Golden Pond,False,White
1158,1969.0,1970.0,42.0,ACTRESS IN A LEADING ROLE,Liza Minnelli,The Sterile Cuckoo,False,White
1159,1972.0,1973.0,45.0,ACTRESS IN A LEADING ROLE,Liza Minnelli,Cabaret,True,White
1160,1969.0,1970.0,42.0,ACTRESS IN A LEADING ROLE,Jean Simmons,The Happy Ending,False,White
1161,1948.0,1949.0,21.0,ACTRESS IN A SUPPORTING ROLE,Jean Simmons,Hamlet,False,White
1162,1969.0,1970.0,42.0,ACTRESS IN A LEADING ROLE,Maggie Smith,The Prime of Miss Jean Brodie,True,White
1163,1972.0,1973.0,45.0,ACTRESS IN A LEADING ROLE,Maggie Smith,Travels with My Aunt,False,White
1164,1965.0,1966.0,38.0,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Othello,False,White
1165,1978.0,1979.0,51.0,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,California Suite,True,White
1166,1986.0,1987.0,59.0,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,A Room with a View,False,White
1167,2001.0,2002.0,74.0,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Gosford Park,False,White
1168,1970.0,1971.0,43.0,ACTRESS IN A LEADING ROLE,Jane Alexander,The Great White Hope,False,White
1169,1983.0,1984.0,56.0,ACTRESS IN A LEADING ROLE,Jane Alexander,Testament,False,White
1170,1976.0,1977.0,49.0,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,False,White
1171,1979.0,1980.0,52.0,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,False,White
1172,1970.0,1971.0,43.0,ACTRESS IN A LEADING ROLE,Glenda Jackson,Women in Love,True,White
1173,1971.0,1972.0,44.0,ACTRESS IN A LEADING ROLE,Glenda Jackson,Sunday Bloody Sunday,False,White
1174,1973.0,1974.0,46.0,ACTRESS IN A LEADING ROLE,Glenda Jackson,A Touch of Class,True,White
1175,1975.0,1976.0,48.0,ACTRESS IN A LEADING ROLE,Glenda Jackson,Hedda,False,White
1176,1970.0,1971.0,43.0,ACTRESS IN A LEADING ROLE,Ali MacGraw,Love Story,False,White
1177,1970.0,1971.0,43.0,ACTRESS IN A LEADING ROLE,Sarah Miles,Ryan's Daughter,False,White
1178,1970.0,1971.0,43.0,ACTRESS IN A LEADING ROLE,Carrie Snodgress,Diary of a Mad Housewife,False,White
1179,1971.0,1972.0,44.0,ACTRESS IN A LEADING ROLE,Janet Suzman,Nicholas and Alexandra,False,White
1180,1972.0,1973.0,45.0,ACTRESS IN A LEADING ROLE,Diana Ross,Lady Sings the Blues,False,Black
1181,1972.0,1973.0,45.0,ACTRESS IN A LEADING ROLE,Cicely Tyson,Sounder,False,Black
1182,1972.0,1973.0,45.0,ACTRESS IN A LEADING ROLE,Liv Ullmann,The Emigrants,False,White
1183,1976.0,1977.0,49.0,ACTRESS IN A LEADING ROLE,Liv Ullmann,Face to Face,False,White
1184,1973.0,1974.0,46.0,ACTRESS IN A LEADING ROLE,Ellen Burstyn,The Exorcist,False,White
1185,1974.0,1975.0,47.0,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Alice Doesn't Live Here Anymore,True,White
1186,1978.0,1979.0,51.0,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",False,White
1187,1980.0,1981.0,53.0,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Resurrection,False,White
1188,2000.0,2001.0,73.0,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Requiem for a Dream,False,White
1189,1971.0,1972.0,44.0,ACTRESS IN A SUPPORTING ROLE,Ellen Burstyn,The Last Picture Show,False,White
1190,1973.0,1974.0,46.0,ACTRESS IN A LEADING ROLE,Marsha Mason,Cinderella Liberty,False,White
1191,1977.0,1978.0,50.0,ACTRESS IN A LEADING ROLE,Marsha Mason,The Goodbye Girl,False,White
1192,1979.0,1980.0,52.0,ACTRESS IN A LEADING ROLE,Marsha Mason,Chapter Two,False,White
1193,1981.0,1982.0,54.0,ACTRESS IN A LEADING ROLE,Marsha Mason,Only When I Laugh,False,White
1194,1974.0,1975.0,47.0,ACTRESS IN A LEADING ROLE,Diahann Carroll,Claudine,False,Black
1195,1974.0,1975.0,47.0,ACTRESS IN A LEADING ROLE,Valerie Perrine,Lenny,False,White
1196,1974.0,1975.0,47.0,ACTRESS IN A LEADING ROLE,Gena Rowlands,A Woman under the Influence,False,White
1197,1980.0,1981.0,53.0,ACTRESS IN A LEADING ROLE,Gena Rowlands,Gloria,False,White
1198,1975.0,1976.0,48.0,ACTRESS IN A LEADING ROLE,Isabelle Adjani,The Story of Adele H.,False,Multiracial
1199,1989.0,1990.0,62.0,ACTRESS IN A LEADING ROLE,Isabelle Adjani,Camille Claudel,False,Multiracial
1200,1975.0,1976.0,48.0,ACTRESS IN A LEADING ROLE,Ann-Margret,Tommy,False,White
1201,1971.0,1972.0,44.0,ACTRESS IN A SUPPORTING ROLE,Ann-Margret,Carnal Knowledge,False,White
1202,1975.0,1976.0,48.0,ACTRESS IN A LEADING ROLE,Louise Fletcher,One Flew over the Cuckoo's Nest,True,White
1203,1975.0,1976.0,48.0,ACTRESS IN A LEADING ROLE,Carol Kane,Hester Street,False,White
1204,1976.0,1977.0,49.0,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,"Cousin, Cousine",False,White
1205,1976.0,1977.0,49.0,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,False,White
1206,1974.0,1975.0,47.0,ACTRESS IN A SUPPORTING ROLE,Talia Shire,The Godfather Part II,False,White
1207,1976.0,1977.0,49.0,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,False,White
1208,1980.0,1981.0,53.0,ACTRESS IN A LEADING ROLE,Sissy Spacek,Coal Miner's Daughter,True,White
1209,1982.0,1983.0,55.0,ACTRESS IN A LEADING ROLE,Sissy Spacek,Missing,False,White
1210,1984.0,1985.0,57.0,ACTRESS IN A LEADING ROLE,Sissy Spacek,The River,False,White
1211,1986.0,1987.0,59.0,ACTRESS IN A LEADING ROLE,Sissy Spacek,Crimes of the Heart,False,White
1212,2001.0,2002.0,74.0,ACTRESS IN A LEADING ROLE,Sissy Spacek,In the Bedroom,False,White
1213,1977.0,1978.0,50.0,ACTRESS IN A LEADING ROLE,Diane Keaton,Annie Hall,True,White
1214,1981.0,1982.0,54.0,ACTRESS IN A LEADING ROLE,Diane Keaton,Reds,False,White
1215,1996.0,1997.0,69.0,ACTRESS IN A LEADING ROLE,Diane Keaton,Marvin's Room,False,White
1216,2003.0,2004.0,76.0,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,False,White
1217,1978.0,1979.0,51.0,ACTRESS IN A LEADING ROLE,Jill Clayburgh,An Unmarried Woman,False,White
1218,1979.0,1980.0,52.0,ACTRESS IN A LEADING ROLE,Jill Clayburgh,Starting Over,False,White
1219,1979.0,1980.0,52.0,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,True,White
1220,1984.0,1985.0,57.0,ACTRESS IN A LEADING ROLE,Sally Field,Places in the Heart,True,White
1221,2012.0,2013.0,85.0,ACTRESS IN A SUPPORTING ROLE,Sally Field,Lincoln,False,White
1222,1979.0,1980.0,52.0,ACTRESS IN A LEADING ROLE,Bette Midler,The Rose,False,White
1223,1991.0,1992.0,64.0,ACTRESS IN A LEADING ROLE,Bette Midler,For the Boys,False,White
1224,1980.0,1981.0,53.0,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,False,White
1225,1969.0,1970.0,42.0,ACTRESS IN A SUPPORTING ROLE,Goldie Hawn,Cactus Flower,True,White
1226,1980.0,1981.0,53.0,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,False,White
1227,1981.0,1982.0,54.0,ACTRESS IN A LEADING ROLE,Susan Sarandon,Atlantic City,False,White
1228,1991.0,1992.0,64.0,ACTRESS IN A LEADING ROLE,Susan Sarandon,Thelma & Louise,False,White
1229,1992.0,1993.0,65.0,ACTRESS IN A LEADING ROLE,Susan Sarandon,Lorenzo's Oil,False,White
1230,1994.0,1995.0,67.0,ACTRESS IN A LEADING ROLE,Susan Sarandon,The Client,False,White
1231,1995.0,1996.0,68.0,ACTRESS IN A LEADING ROLE,Susan Sarandon,Dead Man Walking,True,White
1232,1981.0,1982.0,54.0,ACTRESS IN A LEADING ROLE,Meryl Streep,The French Lieutenant's Woman,False,White
1233,1982.0,1983.0,55.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Sophie's Choice,True,White
1234,1983.0,1984.0,56.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Silkwood,False,White
1235,1985.0,1986.0,58.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Out of Africa,False,White
1236,1987.0,1988.0,60.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Ironweed,False,White
1237,1988.0,1989.0,61.0,ACTRESS IN A LEADING ROLE,Meryl Streep,A Cry in the Dark,False,White
1238,1990.0,1991.0,63.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Postcards from the Edge,False,White
1239,1995.0,1996.0,68.0,ACTRESS IN A LEADING ROLE,Meryl Streep,The Bridges of Madison County,False,White
1240,1998.0,1999.0,71.0,ACTRESS IN A LEADING ROLE,Meryl Streep,One True Thing,False,White
1241,1999.0,2000.0,72.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Music of the Heart,False,White
1242,2006.0,2007.0,79.0,ACTRESS IN A LEADING ROLE,Meryl Streep,The Devil Wears Prada,False,White
1243,2008.0,2009.0,81.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Doubt,False,White
1244,2009.0,2010.0,82.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Julie & Julia,False,White
1245,2011.0,2012.0,84.0,ACTRESS IN A LEADING ROLE,Meryl Streep,The Iron Lady,True,White
1246,2013.0,2014.0,86.0,ACTRESS IN A LEADING ROLE,Meryl Streep,August: Osage County,False,White
1247,2016.0,2017.0,89.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Florence Foster Jenkins,False,White
1248,2017.0,2018.0,90.0,ACTRESS IN A LEADING ROLE,Meryl Streep,The Post,False,White
1249,1978.0,1979.0,51.0,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,The Deer Hunter,False,White
1250,1979.0,1980.0,52.0,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,True,White
1251,2002.0,2003.0,75.0,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,False,White
1252,2014.0,2015.0,87.0,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Into the Woods,False,White
1253,1982.0,1983.0,55.0,ACTRESS IN A LEADING ROLE,Jessica Lange,Frances,False,White
1254,1984.0,1985.0,57.0,ACTRESS IN A LEADING ROLE,Jessica Lange,Country,False,White
1255,1985.0,1986.0,58.0,ACTRESS IN A LEADING ROLE,Jessica Lange,Sweet Dreams,False,White
1256,1989.0,1990.0,62.0,ACTRESS IN A LEADING ROLE,Jessica Lange,Music Box,False,White
1257,1994.0,1995.0,67.0,ACTRESS IN A LEADING ROLE,Jessica Lange,Blue Sky,True,White
1258,1982.0,1983.0,55.0,ACTRESS IN A SUPPORTING ROLE,Jessica Lange,Tootsie,True,White
1259,1982.0,1983.0,55.0,ACTRESS IN A LEADING ROLE,Debra Winger,An Officer and a Gentleman,False,White
1260,1983.0,1984.0,56.0,ACTRESS IN A LEADING ROLE,Debra Winger,Terms of Endearment,False,White
1261,1993.0,1994.0,66.0,ACTRESS IN A LEADING ROLE,Debra Winger,Shadowlands,False,White
1262,1983.0,1984.0,56.0,ACTRESS IN A LEADING ROLE,Julie Walters,Educating Rita,False,White
1263,2000.0,2001.0,73.0,ACTRESS IN A SUPPORTING ROLE,Julie Walters,Billy Elliot,False,White
1264,1984.0,1985.0,57.0,ACTRESS IN A LEADING ROLE,Judy Davis,A Passage to India,False,White
1265,1992.0,1993.0,65.0,ACTRESS IN A SUPPORTING ROLE,Judy Davis,Husbands and Wives,False,White
1266,1985.0,1986.0,58.0,ACTRESS IN A LEADING ROLE,Whoopi Goldberg,The Color Purple,False,Black
1267,1990.0,1991.0,63.0,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,Ghost,True,Black
1268,1986.0,1987.0,59.0,ACTRESS IN A LEADING ROLE,Marlee Matlin,Children of a Lesser God,True,White
1269,1986.0,1987.0,59.0,ACTRESS IN A LEADING ROLE,Kathleen Turner,Peggy Sue Got Married,False,White
1270,1986.0,1987.0,59.0,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Aliens,False,White
1271,1988.0,1989.0,61.0,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Gorillas in the Mist,False,White
1272,1988.0,1989.0,61.0,ACTRESS IN A SUPPORTING ROLE,Sigourney Weaver,Working Girl,False,White
1273,1987.0,1988.0,60.0,ACTRESS IN A LEADING ROLE,Cher,Moonstruck,True,White
1274,1983.0,1984.0,56.0,ACTRESS IN A SUPPORTING ROLE,Cher,Silkwood,False,White
1275,1987.0,1988.0,60.0,ACTRESS IN A LEADING ROLE,Glenn Close,Fatal Attraction,False,White
1276,1988.0,1989.0,61.0,ACTRESS IN A LEADING ROLE,Glenn Close,Dangerous Liaisons,False,White
1277,2011.0,2012.0,84.0,ACTRESS IN A LEADING ROLE,Glenn Close,Albert Nobbs,False,White
1278,2018.0,2019.0,91.0,ACTRESS IN A LEADING ROLE,Glenn Close,The Wife,False,White
1279,1982.0,1983.0,55.0,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The World According to Garp,False,White
1280,1983.0,1984.0,56.0,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The Big Chill,False,White
1281,1984.0,1985.0,57.0,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The Natural,False,White
1282,1987.0,1988.0,60.0,ACTRESS IN A LEADING ROLE,Holly Hunter,Broadcast News,False,White
1283,1993.0,1994.0,66.0,ACTRESS IN A LEADING ROLE,Holly Hunter,The Piano,True,White
1284,1993.0,1994.0,66.0,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,The Firm,False,White
1285,2003.0,2004.0,76.0,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,False,White
1286,1987.0,1988.0,60.0,ACTRESS IN A LEADING ROLE,Sally Kirkland,Anna,False,White
1287,1988.0,1989.0,61.0,ACTRESS IN A LEADING ROLE,Jodie Foster,The Accused,True,White
1288,1991.0,1992.0,64.0,ACTRESS IN A LEADING ROLE,Jodie Foster,The Silence of the Lambs,True,White
1289,1994.0,1995.0,67.0,ACTRESS IN A LEADING ROLE,Jodie Foster,Nell,False,White
1290,1976.0,1977.0,49.0,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Taxi Driver,False,White
1291,1988.0,1989.0,61.0,ACTRESS IN A LEADING ROLE,Melanie Griffith,Working Girl,False,White
1292,1989.0,1990.0,62.0,ACTRESS IN A LEADING ROLE,Pauline Collins,Shirley Valentine,False,White
1293,1989.0,1990.0,62.0,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,The Fabulous Baker Boys,False,White
1294,1992.0,1993.0,65.0,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,Love Field,False,White
1295,1988.0,1989.0,61.0,ACTRESS IN A SUPPORTING ROLE,Michelle Pfeiffer,Dangerous Liaisons,False,White
1296,1989.0,1990.0,62.0,ACTRESS IN A LEADING ROLE,Jessica Tandy,Driving Miss Daisy,True,White
1297,1991.0,1992.0,64.0,ACTRESS IN A SUPPORTING ROLE,Jessica Tandy,Fried Green Tomatoes,False,White
1298,1990.0,1991.0,63.0,ACTRESS IN A LEADING ROLE,Kathy Bates,Misery,True,White
1299,1998.0,1999.0,71.0,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Primary Colors,False,White
1300,2002.0,2003.0,75.0,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,False,White
1301,2019.0,2020.0,92.0,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Richard Jewell,False,White
1302,1990.0,1991.0,63.0,ACTRESS IN A LEADING ROLE,Anjelica Huston,The Grifters,False,White
1303,1985.0,1986.0,58.0,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,Prizzi's Honor,True,White
1304,1989.0,1990.0,62.0,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,"Enemies, A Love Story",False,White
1305,1990.0,1991.0,63.0,ACTRESS IN A LEADING ROLE,Julia Roberts,Pretty Woman,False,White
1306,2000.0,2001.0,73.0,ACTRESS IN A LEADING ROLE,Julia Roberts,Erin Brockovich,True,White
1307,1989.0,1990.0,62.0,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,Steel Magnolias,False,White
1308,2013.0,2014.0,86.0,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,August: Osage County,False,White
1309,1991.0,1992.0,64.0,ACTRESS IN A LEADING ROLE,Geena Davis,Thelma & Louise,False,White
1310,1988.0,1989.0,61.0,ACTRESS IN A SUPPORTING ROLE,Geena Davis,The Accidental Tourist,True,White
1311,1991.0,1992.0,64.0,ACTRESS IN A LEADING ROLE,Laura Dern,Rambling Rose,False,White
1312,2014.0,2015.0,87.0,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Wild,False,White
1313,2019.0,2020.0,92.0,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Marriage Story,True,White
1314,1992.0,1993.0,65.0,ACTRESS IN A LEADING ROLE,Catherine Deneuve,Indochine,False,White
1315,1992.0,1993.0,65.0,ACTRESS IN A LEADING ROLE,Mary McDonnell,Passion Fish,False,White
1316,1990.0,1991.0,63.0,ACTRESS IN A SUPPORTING ROLE,Mary McDonnell,Dances With Wolves,False,White
1317,1992.0,1993.0,65.0,ACTRESS IN A LEADING ROLE,Emma Thompson,Howards End,True,White
1318,1993.0,1994.0,66.0,ACTRESS IN A LEADING ROLE,Emma Thompson,The Remains of the Day,False,White
1319,1995.0,1996.0,68.0,ACTRESS IN A LEADING ROLE,Emma Thompson,Sense and Sensibility,False,White
1320,1993.0,1994.0,66.0,ACTRESS IN A SUPPORTING ROLE,Emma Thompson,In the Name of the Father,False,White
1321,1993.0,1994.0,66.0,ACTRESS IN A LEADING ROLE,Angela Bassett,What's Love Got to Do with It,False,Black
1322,1993.0,1994.0,66.0,ACTRESS IN A LEADING ROLE,Stockard Channing,Six Degrees of Separation,False,White
1323,1994.0,1995.0,67.0,ACTRESS IN A LEADING ROLE,Miranda Richardson,Tom & Viv,False,White
