,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,percent_white,percent_black,percent_asian,percent_hispanic,percent_other
0,tt0015624,La grande parata,The Big Parade,1925,1926,"Drama, Romance, War",151,USA,,"King Vidor, George W. Hill","Laurence Stallings, Harry Behn",Metro-Goldwyn-Mayer (MGM),"John Gilbert, Renée Adorée, Hobart Bosworth, Claire McDowell, Claire Adams, Robert Ober, Tom O'Brien, Karl Dane, Rosita Marstini",A young American soldier witnesses the horrors of the Great War.,7.9,6096,$ 245000,,,,56.0,54.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0
1,tt0017136,Metropolis,Metropolis,1927,1928-10-01,"Drama, Sci-Fi",153,Germany,German,Fritz Lang,"Thea von Harbou, Thea von Harbou",Universum Film (UFA),"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos, Erwin Biswanger, Heinrich George, Brigitte Helm","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",8.3,156076,DEM 6000000,$ 1236166,$ 1349711,98.0,495.0,208.0,1.0,0.0,0.0,0.0,0.0
2,tt0019729,La canzone di Broadway,The Broadway Melody,1929,1929-06-06,"Drama, Musical, Romance",100,USA,English,Harry Beaumont,"Edmund Goulding, Norman Houston",Metro-Goldwyn-Mayer (MGM),"Charles King, Anita Page, Bessie Love","A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.",5.7,6327,$ 379000,,,,85.0,35.0,1.0,0.0,0.0,0.0,0.0
3,tt0020960,Gli angeli dell'inferno,Hell's Angels,1930,1930-11-15,"Drama, War",127,USA,"English, German, French","Howard Hughes, Edmund Goulding","Marshall Neilan, Joseph Moncure March",The Caddo Company,"Ben Lyon, James Hall, Jean Harlow, John Darrow, Lucien Prival, Frank Clarke, Roy Wilson, Douglas Gilmore, Jane Winton, Evelyn Hall, William B. Davidson, Wyndham Standing, Lena Malena, Marian Marsh, Carl von Haartman",Brothers Monte and Ray leave Oxford to join the Royal Flying Corps. Ray loves Helen; Helen enjoys an affair with Monte; before they leave on their mission over Germany they find her in still another man's arms.,7.4,4748,$ 3950000,,,,65.0,41.0,0.9333333333333332,0.06666666666666668,0.0,0.0,0.0
4,tt0022879,Addio alle armi,A Farewell to Arms,1932,1932-12-08,"Drama, Romance, War",80,USA,English,Frank Borzage,"Benjamin Glazer, Oliver H.P. Garrett",Paramount Pictures,"Helen Hayes, Gary Cooper, Adolphe Menjou, Mary Philips, Jack La Rue, Blanche Friderici, Mary Forbes, Gilbert Emery",An American ambulance driver and an English nurse fall in love in Italy during World War I.,6.5,4957,$ 799520,,,,62.0,47.0,1.0,0.0,0.0,0.0,0.0
5,tt0024034,42a strada,42nd Street,1933,1933-09-16,"Comedy, Musical, Romance",89,USA,English,Lloyd Bacon,"Rian James, James Seymour",Warner Bros.,"Warner Baxter, Bebe Daniels, George Brent, Ruby Keeler, Guy Kibbee, Una Merkel, Ginger Rogers, Ned Sparks, Dick Powell, Allen Jenkins, Edward J. Nugent, Robert McWade, George E. Stone","A director puts on what may be his last Broadway show and, at the last moment, a naive newcomer has to replace the star.",7.4,10490,$ 439000,,$ 1600,83.0,124.0,74.0,0.9230769230769232,0.07692307692307693,0.0,0.0,0.0
6,tt0024548,Lady Lou - La donna fatale,She Done Him Wrong,1933,1933-02-09,"Comedy, Drama, History",66,USA,English,Lowell Sherman,"Mae West, Harvey F. Thew",Paramount Pictures,"Mae West, Cary Grant, Owen Moore, Gilbert Roland, Noah Beery, David Landau, Rafaela Ottiano, Dewey Robinson, Rochelle Hudson, Tammany Young, Fuzzy Knight, Grace La Rue, Robert Homans, Louise Beavers","In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",6.3,5256,$ 200000,,,,68.0,36.0,0.7857142857142857,0.14285714285714285,0.0,0.07142857142857142,0.0
7,tt0025316,Accadde una notte,It Happened One Night,1934,1934-12-11,"Comedy, Romance",105,USA,English,Frank Capra,"Robert Riskin, Samuel Hopkins Adams",Columbia Pictures,"Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns, Jameson Thomas, Alan Hale, Arthur Hoyt, Blanche Friderici, Charles C. Wilson",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,8.1,91400,$ 325000,,,87.0,299.0,120.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0
8,tt0027125,Cappello a cilindro,Top Hat,1935,1938-01-24,"Comedy, Musical, Romance",101,USA,"English, Italian",Mark Sandrich,"Dwight Taylor, Allan Scott",RKO Radio Pictures,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes, Eric Blore, Helen Broderick","An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",7.7,17004,$ 609000,,,92.0,121.0,56.0,1.0,0.0,0.0,0.0,0.0
9,tt0027438,La carica dei seicento,The Charge of the Light Brigade,1936,1936-10-20,"Action, Adventure, Romance",115,USA,English,Michael Curtiz,"Alfred Lord Tennyson, Michael Jacoby",Warner Bros.,"Errol Flynn, Olivia de Havilland, Patric Knowles, Henry Stephenson, Nigel Bruce, Donald Crisp, David Niven, C. Henry Gordon, G.P. Huntley, Robert Barrat, Spring Byington, E.E. Clive, J. Carrol Naish, Walter Holbrook, Princess Baba","A major countermands orders and attacks to avenge a previous massacre of men, women, and children.",7.1,4441,$ 1200000,,,,57.0,32.0,0.9333333333333332,0.0,0.06666666666666668,0.0,0.0
10,tt0027977,Tempi moderni,Modern Times,1936,1937-03-12,"Comedy, Drama, Family",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.5,211250,$ 1500000,$ 163577,$ 457688,96.0,307.0,115.0,0.8666666666666667,0.06666666666666668,0.0,0.06666666666666668,0.0
11,tt0029442,Il prigioniero di Zenda,The Prisoner of Zenda,1937,1937-09-03,"Adventure, Drama, Romance",101,USA,English,"John Cromwell, W.S. Van Dyke","Anthony Hope, John L. Balderston",Selznick International Pictures,"Ronald Colman, Madeleine Carroll, C. Aubrey Smith, Raymond Massey, Mary Astor, David Niven, Douglas Fairbanks Jr., Montagu Love, Philip Sleeman, Eleanor Wesselhoeft, Florence Roberts, Torben Meyer, Arthur Byron, Francis Ford, Margaret Tallichet","An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",7.7,4085,$ 1250000,,,,58.0,12.0,1.0,0.0,0.0,0.0,0.0
12,tt0029583,Biancaneve e i sette nani,Snow White and the Seven Dwarfs,1937,1938-11-30,"Animation, Family, Fantasy",83,USA,English,"William Cottrell, David Hand","Jacob Grimm, Wilhelm Grimm",Walt Disney Productions,"Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins, Pinto Colvig, Marion Darlington, Billy Gilbert, Otis Harlan, Lucille La Verne, James MacDonald, Scotty Mattraw, Moroni Olsen, Purv Pullen, Harry Stockwell, Bill Thompson","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",7.6,177157,$ 1499000,$ 184925486,$ 184925486,95.0,260.0,173.0,0.8666666666666667,0.06666666666666668,0.0,0.0,0.06666666666666668
13,tt0029852,La grande strada bianca,Alexander's Ragtime Band,1938,1938-08-16,"Drama, Music, Musical",106,USA,English,Henry King,"Kathryn Scola, Lamar Trotti",Twentieth Century Fox,"Tyrone Power, Alice Faye, Don Ameche, Ethel Merman, Jack Haley, Jean Hersholt, Helen Westley, John Carradine, Paul Hurst, Wally Vernon, Ruth Terry, Douglas Fowley, Chick Chandler, Eddie Collins, Joseph Crehan",This send-up of ragtime song and dance begins in 1915 San Francisco when society boy Roger Grant decides to pursue popular rather than serious music.,6.9,1855,$ 2000000,,,,35.0,12.0,1.0,0.0,0.0,0.0,0.0
14,tt0030993,L'eterna illusione,You Can't Take It with You,1938,1941-01-30,"Comedy, Drama, Romance",126,USA,"English, Russian",Frank Capra,"Robert Riskin, George S. Kaufman",Columbia Pictures,"Jean Arthur, Lionel Barrymore, James Stewart, Edward Arnold, Mischa Auer, Ann Miller, Spring Byington, Samuel S. Hinds, Donald Meek, H.B. Warner, Halliwell Hobbes, Dub Taylor, Mary Forbes, Lillian Yarbo, Eddie 'Rochester' Anderson",A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.,7.9,22818,$ 1644736,,,,162.0,47.0,1.0,0.0,0.0,0.0,0.0
15,tt0031381,Via col vento,Gone with the Wind,1939,1949-03-12,"Drama, History, Romance",238,USA,English,"Victor Fleming, George Cukor","Margaret Mitchell, Sidney Howard",Selznick International Pictures,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane, Hattie McDaniel, Oscar Polk, Butterfly McQueen, Victor Jory, Everett Brown, Howard Hickman, Alicia Rhett, Leslie Howard",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,8.1,283975,$ 3977000,$ 200852579,$ 402352579,97.0,881.0,197.0,0.8666666666666667,0.13333333333333333,0.0,0.0,0.0
16,tt0031679,Mr. Smith va a Washington,Mr. Smith Goes to Washington,1939,1947-04-05,"Comedy, Drama",129,USA,English,Frank Capra,"Sidney Buchman, Lewis R. Foster",Columbia Pictures,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi, H.B. Warner, Harry Carey, Astrid Allwyn, Ruth Donnelly, Grant Mitchell, Porter Hall, H.V. Kaltenborn","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",8.1,104547,$ 1900000,$ 144738,$ 144738,73.0,296.0,88.0,1.0,0.0,0.0,0.0,0.0
17,tt0032138,Il mago di Oz,The Wizard of Oz,1939,1949-04-19,"Adventure, Family, Fantasy",102,USA,English,"Victor Fleming, George Cukor","Noel Langley, Florence Ryerson",Metro-Goldwyn-Mayer (MGM),"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Terry, The Singer Midgets",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,8.0,366293,$ 2777000,$ 24790250,$ 26142032,100.0,688.0,168.0,1.0,0.0,0.0,0.0,0.0
18,tt0032264,Alla ricerca della felicità,The Blue Bird,1940,1940-01-15,"Adventure, Comedy, Family",88,USA,English,Walter Lang,"Maurice Maeterlinck, Ernest Pascal",Twentieth Century Fox,"Shirley Temple, Spring Byington, Nigel Bruce, Gale Sondergaard, Eddie Collins, Sybil Jason, Jessie Ralph, Helen Ericson, Johnny Russell, Laura Hope Crews, Russell Hicks, Cecilia Loftus, Al Shean, Leona Roberts, Gene Reynolds","Mytyl and her brother Tyltyl, a woodchopper's children, are led by the Fairy Berylune on a magical trip through the past, present, and future to locate the Blue Bird of Happiness.",6.5,1538,,,,,37.0,9.0,0.8666666666666667,0.13333333333333333,0.0,0.0,0.0
19,tt0032273,La febbre del petrolio,Boom Town,1940,1940-08-30,"Adventure, Drama, Romance",119,USA,English,Jack Conway,"John Lee Mahin, James Edward Grant",Metro-Goldwyn-Mayer (MGM),"Clark Gable, Spencer Tracy, Claudette Colbert, Hedy Lamarr, Frank Morgan, Lionel Atwill, Chill Wills, Marion Martin, Minna Gombell, Joe Yule, Horace Murphy, Roy Gordon, Richard Lane, Casey Johnson, Baby Quintanilla",Two buddies who rise from fly-by-night wildcatters to oil tycoons over a twenty year period both love the same woman.,7.1,2996,$ 1614000,,,,41.0,16.0,0.8,0.13333333333333333,0.0,0.0,0.06666666666666668
20,tt0032455,Fantasia,Fantasia,1940,1946-09-19,"Animation, Family, Fantasy",125,USA,English,"James Algar, Samuel Armstrong","Joe Grant, Dick Huemer",Walt Disney Productions,"Deems Taylor, Leopold Stokowski, The Philadelphia Orchestra",A collection of animated interpretations of great works of Western classical music.,7.8,86795,$ 2280000,$ 76408097,$ 76411401,96.0,342.0,119.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
21,tt0032910,Pinocchio,Pinocchio,1940,1947-11-27,"Animation, Comedy, Family",88,USA,English,"Norman Ferguson, T. Hee","Carlo Collodi, Ted Sears",Walt Disney Animation Studios,"Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett, Marion Darlington, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, John McLeish, Clarence Nash, Patricia Page, Christian Rub, Bill Thompson, Evelyn Venable","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",7.4,127618,$ 2600000,$ 84254167,$ 121892045,99.0,202.0,140.0,0.9333333333333332,0.06666666666666668,0.0,0.0,0.0
22,tt0032976,Rebecca - La prima moglie,Rebecca,1940,1941-11-18,"Drama, Mystery, Romance",130,USA,"English, French",Alfred Hitchcock,"Daphne Du Maurier, Robert E. Sherwood",Selznick International Pictures,"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson, Nigel Bruce, Reginald Denny, C. Aubrey Smith, Gladys Cooper, Florence Bates, Melville Cooper, Leo G. Carroll, Leonard Carey, Lumsden Hare, Edward Fielding, Philip Winter",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,8.1,119307,$ 1288000,,$ 72275,86.0,339.0,200.0,0.9333333333333332,0.0,0.0,0.0,0.06666666666666668
23,tt0033729,Com'era verde la mia valle,How Green Was My Valley,1941,1946-05-04,"Drama, Family",118,USA,"English, Welsh",John Ford,"Philip Dunne, Richard Llewellyn",Twentieth Century Fox,"Walter Pidgeon, Maureen O'Hara, Anna Lee, Donald Crisp, Roddy McDowall, John Loder, Sara Allgood, Barry Fitzgerald, Patric Knowles, Welsh Singers, Morton Lowry, Arthur Shields, Ann E. Todd, Frederick Worlock, Richard Fraser","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",7.7,20806,$ 1250000,,,,154.0,94.0,1.0,0.0,0.0,0.0,0.0
24,tt0034492,Bambi,Bambi,1942,1948-02-11,"Animation, Drama, Family",70,USA,English,"James Algar, Samuel Armstrong","Felix Salten, Perce Pearce",Walt Disney Animation Studios,"Hardie Albright, Stan Alexander, Bobette Audrey, Peter Behn, Thelma Boardman, Janet Chapman, Jeanne Christy, Dolyn Bramston Cook, Marion Darlington, Tim Davis, Donnie Dunagan, Sam Edwards, Ann Gillis, Otis Harlan, Eddie Holden",The story of a young deer growing up in the forest.,7.3,128243,,$ 102247150,$ 267447150,91.0,181.0,118.0,0.8666666666666667,0.0,0.06666666666666668,0.0,0.06666666666666668
25,tt0034583,Casablanca,Casablanca,1942,1946-11-21,"Drama, Romance, War",102,USA,"English, French, German, Italian",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,509953,$ 950000,$ 4108411,$ 4374761,100.0,1303.0,196.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0
26,tt0035423,Kate & Leopold,Kate & Leopold,2001,2002-03-01,"Comedy, Fantasy, Romance",118,USA,"English, French",James Mangold,"Steven Rogers, James Mangold",Konrad Pictures,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal",An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.,6.4,77852,$ 48000000,$ 47121859,$ 76019048,44.0,341.0,115.0,0.8666666666666667,0.06666666666666668,0.0,0.06666666666666668,0.0
27,tt0035959,Joe il pilota,A Guy Named Joe,1943,1949-01-08,"Drama, Romance, War",120,USA,English,Victor Fleming,"Chandler Sprague, David Boehm",Metro-Goldwyn-Mayer (MGM),"Spencer Tracy, Irene Dunne, Van Johnson, Ward Bond, James Gleason, Lionel Barrymore, Barry Nelson, Esther Williams, Henry O'Neill, Don DeFore, Charles Smith, Addison Richards","A dead World War II bomber pilot named Pete Sandidge, becomes the guardian angel of another pilot, Ted Randall. He guides Ted through battle and helping him to romance his old girlfriend, despite her excessive devotion to Sandidge's memory.",7.0,2240,$ 2627000,,,,36.0,11.0,1.0,0.0,0.0,0.0,0.0
28,tt0036628,Bellezze al bagno,Bathing Beauty,1944,1944-07-01,"Comedy, Musical",101,USA,"English, Spanish, French",George Sidney,"Kenneth Earl, M.M. Musselman",Metro-Goldwyn-Mayer (MGM),"Red Skelton, Esther Williams, Basil Rathbone, Bill Goodwin, Jean Porter, Nana Bryant, Carlos Ramírez, Ethel Smith, Xavier Cugat and His Orchestra, Lina Romay, Harry James and His Orchestra, Helen Forrest, Donald Meek, Jacqueline Dalya, Francis Pierlot","A contrived misunderstanding leads to the breakup of a songwriter and his fiancée. She returns to work as a gym teacher at an all-girls school, but a legal loophole allows the man to enroll as one of her students.",6.6,1438,$ 2361000,,,,31.0,11.0,0.8,0.06666666666666668,0.0,0.13333333333333333,0.0
29,tt0036868,I migliori anni della nostra vita,The Best Years of Our Lives,1946,1948-04-10,"Drama, Romance, War",170,USA,English,William Wyler,"Robert E. Sherwood, MacKinlay Kantor",The Samuel Goldwyn Company,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, Cathy O'Donnell, Hoagy Carmichael, Harold Russell, Gladys George, Roman Bohnen, Ray Collins, Minna Gombell, Walter Baldwin, Steve Cochran, Dorothy Adams",Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,8.0,56280,$ 2100000,$ 23650000,$ 23656620,93.0,288.0,125.0,1.0,0.0,0.0,0.0,0.0
30,tt0037884,Giorni perduti,The Lost Weekend,1945,1947-01-26,"Drama, Film-Noir",101,USA,English,Billy Wilder,"Charles R. Jackson, Charles Brackett",Paramount Pictures,"Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva, Doris Dowling, Frank Faylen, Mary Young, Anita Sharp-Bolster, Lilian Fontaine, Frank Orth, Lewis L. Russell",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,7.9,32799,$ 1250000,,,,164.0,116.0,1.0,0.0,0.0,0.0,0.0
31,tt0038109,Io ti salverò,Spellbound,1945,1948-10-23,"Film-Noir, Mystery, Romance",111,USA,English,Alfred Hitchcock,"Ben Hecht, John Palmer",Selznick International Pictures,"Ingrid Bergman, Gregory Peck, Michael Chekhov, Leo G. Carroll, Rhonda Fleming, John Emery, Norman Lloyd, Bill Goodwin, Steven Geray, Donald Curtis, Wallace Ford, Art Baker, Regis Toomey, Paul Harvey",A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,7.6,42377,$ 1696377,,$ 19000,,186.0,93.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0
32,tt0038116,Festa d'amore,State Fair,1945,1945-08-30,"Comedy, Drama, Musical",100,USA,English,Walter Lang,"Oscar Hammerstein II, Philip Stong",Twentieth Century Fox,"Jeanne Crain, Dana Andrews, Dick Haymes, Vivian Blaine, Charles Winninger, Fay Bainter, Donald Meek, Frank McHugh, Percy Kilbride, Harry Morgan, Jane Nigh, William Marshall, Phil Brown, Esmeralda, Whilwind",The Frake family attends the annual Iowa State Fair; each member of the clan has their own reason for doing so.,7.0,3518,,,,,61.0,18.0,1.0,0.0,0.0,0.0,0.0
33,tt0038213,La valle del destino,The Valley of Decision,1945,1945-06-01,Drama,119,USA,English,Tay Garnett,"John Meehan, Sonya Levien",Metro-Goldwyn-Mayer (MGM),"Greer Garson, Gregory Peck, Donald Crisp, Lionel Barrymore, Preston Foster, Marsha Hunt, Gladys Cooper, Reginald Owen, Dan Duryea, Jessica Tandy, Barbara Everest, Marshall Thompson, Geraldine Wall, Evelyn Dockson, John Warburton","An Irish maid falls for the son of her wealthy boss, though their disapproving fathers and a bitter strike at the steel mill complicates matters.",7.4,1777,$ 2160000,,,,38.0,10.0,0.9333333333333332,0.0,0.06666666666666668,0.0,0.0
34,tt0038499,Duello al sole,Duel in the Sun,1946,1948-11-18,"Drama, Romance, Western",129,USA,English,"King Vidor, Otto Brower","David O. Selznick, Niven Busch",Selznick International Pictures,"Jennifer Jones, Joseph Cotten, Gregory Peck, Lionel Barrymore, Herbert Marshall, Lillian Gish, Walter Huston, Charles Bickford, Harry Carey, Joan Tetzel, Tilly Losch, Butterfly McQueen, Scott McKay, Otto Kruger, Sidney Blackmer","Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",6.8,7858,$ 8000000,$ 20408163,$ 20428771,,101.0,46.0,0.8666666666666667,0.13333333333333333,0.0,0.0,0.0
35,tt0038650,La vita è meravigliosa,It's a Wonderful Life,1946,1948-03-11,"Drama, Family, Fantasy",130,USA,"English, French",Frank Capra,"Frances Goodrich, Albert Hackett",Liberty Films (II),"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Albertson, Todd Karns, Samuel S. Hinds, Mary Treen, Virginia Patton",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,8.6,388310,$ 3180000,,$ 6130720,89.0,948.0,177.0,1.0,0.0,0.0,0.0,0.0
36,tt0039416,Barriera invisibile,Gentleman's Agreement,1947,1948-12-08,"Drama, Romance",118,USA,English,Elia Kazan,"Laura Z. Hobson, Moss Hart",Twentieth Century Fox,"Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm, Anne Revere, June Havoc, Albert Dekker, Jane Wyatt, Dean Stockwell, Nicholas Joy, Sam Jaffe, Harold Vermilyea, Ransom M. Sherman","A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",7.2,14511,$ 1985000,,,,148.0,73.0,1.0,0.0,0.0,0.0,0.0
37,tt0039927,La grande conquista,Tycoon,1947,1947-12-27,"Adventure, Drama, Romance",128,USA,English,Richard Wallace,"Borden Chase, John Twist",RKO Radio Pictures,"John Wayne, Laraine Day, Cedric Hardwicke, Judith Anderson, James Gleason, Anthony Quinn, Grant Withers, Paul Fix, Fernando Alvarado, Harry Woods, Michael Harvey, Charles Trowbridge, Martin Garralaga","In South America, an American engineer is asked by his boss to build a mountain railroad tunnel following a shorter but more dangerous route.",6.2,1288,$ 3209000,,,,27.0,11.0,0.8461538461538461,0.0,0.0,0.07692307692307693,0.07692307692307693
38,tt0040525,La signora di Shanghai,The Lady from Shanghai,1947,1948-10-12,"Crime, Drama, Film-Noir",87,USA,"English, Cantonese",Orson Welles,"Sherwood King, Orson Welles",Mercury Productions,"Rita Hayworth, Orson Welles, Everett Sloane, Glenn Anders, Ted de Corsia, Erskine Sanford, Gus Schilling, Carl Frank, Louis Merrill, Evelyn Ellis, Harry Shannon","Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.",7.6,26017,$ 2300000,,,,199.0,89.0,1.0,0.0,0.0,0.0,0.0
39,tt0040671,Open Secret,Open Secret,1948,1948-02-14,"Crime, Drama, Film-Noir",68,USA,English,John Reinhardt,"Henry Blankfort, Ted Murkland",Harry Brandt Productions,"John Ireland, Jane Randolph, Sheldon Leonard, Roman Bohnen, George Tyne, Morgan Farley, Ellen Lowe, Arthur O'Connell, Rory Mallinson, Bert Conway, John Alvin, Charles Waldron Jr., Anne O'Neal, King Donovan, Leo Kaye","Newlyweds come to visit groom's friend, only to discover him missing; and their investigation uncovers evidence of a ring of anti-semites terrorizing the neighborhood.",6.7,181,,,,,12.0,5.0,0.8666666666666667,0.13333333333333333,0.0,0.0,0.0
40,tt0040694,Il pirata,The Pirate,1948,1980-05-16,"Adventure, Comedy, Musical",102,USA,English,Vincente Minnelli,"Albert Hackett, Frances Goodrich",Metro-Goldwyn-Mayer (MGM),"Judy Garland, Gene Kelly, Walter Slezak, Gladys Cooper, Reginald Owen, George Zucco, Fayard Nicholas, Harold Nicholas, Lester Allen, Lola Deem, Ellen Ross, Mary Jo Ellis, Jean Dean, Marion Murray, Ben Lessy","A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",7.0,4285,$ 3700000,,,,62.0,44.0,0.8,0.13333333333333333,0.0,0.0,0.06666666666666668
41,tt0040724,Il fiume rosso,Red River,1948,1949-02-03,"Action, Adventure, Drama",133,USA,"English, Spanish","Howard Hawks, Arthur Rosson","Borden Chase, Charles Schnee",Monterey Productions,"John Wayne, Montgomery Clift, Joanne Dru, Walter Brennan, Coleen Gray, Harry Carey, John Ireland, Noah Beery Jr., Harry Carey Jr., Chief Yowlachie, Paul Fix, Hank Worden, Mickey Kuhn, Ray Hyke, Hal Taliaferro","Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",7.8,27426,$ 3000000,,,,193.0,80.0,0.8666666666666667,0.06666666666666668,0.0,0.0,0.06666666666666668
42,tt0041841,"Iwo Jima, deserto di fuoco",Sands of Iwo Jima,1949,1950-03-01,"Action, Drama, Romance",100,USA,English,Allan Dwan,"Harry Brown, James Edward Grant",Republic Pictures (I),"John Wayne, John Agar, Adele Mara, Forrest Tucker, Wally Cassell, James Brown, Richard Webb, Arthur Franz, Julie Bishop, James Holden, Peter Coe, Richard Jaeckel, William Murphy, George Tyne, Hal Baylor",A dramatization of the World War II Battle of Iwo Jima.,7.1,9346,$ 1000000,,,,81.0,43.0,0.8,0.13333333333333333,0.0,0.06666666666666668,0.0
43,tt0041866,I cavalieri del Nord Ovest,She Wore a Yellow Ribbon,1949,1950-10-30,Western,104,USA,English,John Ford,"James Warner Bellah, Frank S. Nugent",Argosy Pictures,"John Wayne, Joanne Dru, John Agar, Ben Johnson, Harry Carey Jr., Victor McLaglen, Mildred Natwick, George O'Brien, Arthur Shields, Michael Dugan, Chief John Big Tree, Fred Graham, George Sky Eagle, Tom Tyler, Noble Johnson","Captain Nathan Brittles, on the eve of retirement, takes out a last patrol to stop an impending massive Indian attack. Encumbered by women who must be evacuated, Brittles finds his mission imperiled.",7.3,15495,$ 1600000,,,,111.0,68.0,0.8666666666666667,0.06666666666666668,0.0,0.0,0.06666666666666668
44,tt0042200,Anna prendi il fucile,Annie Get Your Gun,1950,1951-04-07,"Biography, Comedy, Musical",107,USA,English,"George Sidney, Busby Berkeley","Sidney Sheldon, Herbert Fields",Metro-Goldwyn-Mayer (MGM),"Betty Hutton, Howard Keel, Louis Calhern, J. Carrol Naish, Edward Arnold, Keenan Wynn, Benay Venuta, Clinton Sundberg",The story of the great sharpshooter,6.9,4299,$ 3768785,,,77.0,99.0,25.0,1.0,0.0,0.0,0.0,0.0
