,Unnamed: 0,year_film,year_award,ceremony,category,nominee,film,win,single_award,race
0,0,1943,1944,1,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katina Paxinou,For Whom The Bell Tolls,True,True,White
1,1,1943,1944,1,Best Performance by an Actor in a Supporting Role in any Motion Picture,Akim Tamiroff,For Whom The Bell Tolls,True,True,White
2,4,1943,1944,1,Actress In A Leading Role,Jennifer Jones,The Song Of Bernadette,True,True,White
3,2197,1974,1975,32,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Jones,The Towering Inferno,False,True,White
4,5,1943,1944,1,Actor In A Leading Role,Paul Lukas,Watch On The Rhine,True,True,White
5,6,1944,1945,2,Best Performance by an Actress in a Supporting Role in any Motion Picture,Agnes Moorehead,Mrs. Parkington,True,True,White
6,1055,1964,1965,22,Best Performance by an Actress in a Supporting Role in any Motion Picture,Agnes Moorehead,"Hush...Hush, Sweet Charlotte",True,True,White
7,7,1944,1945,2,Best Performance by an Actor in a Supporting Role in any Motion Picture,Barry Fitzgerald,Going My Way,True,True,White
8,10,1944,1945,2,Actress In A Leading Role,Ingrid Bergman,Gaslight,True,True,White
9,17,1945,1946,3,Actress In A Leading Role,Ingrid Bergman,The Bells of St. Mary's,True,True,White
10,319,1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,Anastasia (1956),False,True,White
11,460,1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,"Inn of the Sixth Happiness, The",False,True,White
12,525,1958,1959,16,Actress In A Leading Role - Musical Or Comedy,Ingrid Bergman,Indiscreet,False,True,White
13,1601,1969,1970,27,Actress In A Leading Role - Musical Or Comedy,Ingrid Bergman,Cactus Flower,False,True,White
14,2679,1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,Autumn Sonata,False,True,White
15,3263,1982,1983,40,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ingrid Bergman,"Woman Called Golda, A",True,True,White
16,11,1944,1945,2,Actor In A Leading Role,Alexander Knox,Wilson,True,True,White
17,12,1945,1946,3,Best Performance by an Actress in a Supporting Role in any Motion Picture,Angela Lansbury,The Picture of Dorian Gray,True,True,White
18,824,1962,1963,20,Best Performance by an Actress in a Supporting Role in any Motion Picture,Angela Lansbury,"Manchurian Candidate, The",True,True,White
19,1731,1970,1971,28,Actress In A Leading Role - Musical Or Comedy,Angela Lansbury,Something for Everyone,False,True,White
20,1850,1971,1972,29,Actress In A Leading Role - Musical Or Comedy,Angela Lansbury,Bedknobs and Broomsticks,False,True,White
21,3433,1983,1984,41,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Angela Lansbury,"Gift of Love: A Christmas Story, The",False,True,White
22,3536,1984,1985,42,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",True,True,White
23,3665,1985,1986,43,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",False,True,White
24,3792,1986,1987,44,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",True,True,White
25,3920,1987,1988,45,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",False,True,White
26,4052,1988,1989,46,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",False,True,White
27,4176,1989,1990,47,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",True,True,White
28,4304,1990,1991,48,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",False,True,White
29,4424,1991,1992,49,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",True,True,White
30,4550,1992,1993,50,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",False,True,White
31,4801,1994,1995,52,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote",False,True,White
32,13,1945,1946,3,Best Performance by an Actor in a Supporting Role in any Motion Picture,J. Carroll Naish,A Medal For Benny,True,True,White
33,18,1945,1946,3,Actor In A Leading Role,Ray Milland,The Lost Weekend,True,True,White
34,178,1952,1953,10,Best Performance by an Actor in a Motion Picture - Drama,Ray Milland,The Thief,False,True,White
35,19,1946,1947,4,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Baxter,The Razor's Edge,True,True,White
36,20,1946,1947,4,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clifton Webb,The Razor's Edge,True,True,White
37,181,1952,1953,10,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Clifton Webb,Stars and Stripes Forever,False,True,White
38,25,1946,1947,4,Actress In A Leading Role,Rosalind Russell,Sister Kenny,True,True,White
39,37,1947,1948,5,Actress In A Leading Role,Rosalind Russell,Mourning Becomes Electra,True,True,White
40,524,1958,1959,16,Actress In A Leading Role - Musical Or Comedy,Rosalind Russell,Auntie Mame,True,True,White
41,772,1961,1962,19,Actress In A Leading Role - Musical Or Comedy,Rosalind Russell,A Majority Of One,True,True,White
42,890,1962,1963,20,Actress In A Leading Role - Musical Or Comedy,Rosalind Russell,Gypsy,True,True,White
43,26,1946,1947,4,Actor In A Leading Role,Gregory Peck,The Yearling,True,True,White
44,805,1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,To Kill A Mockingbird,True,True,White
45,932,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,"Captain Newman, M.D.",False,True,White
46,2578,1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,MacArthur,False,True,White
47,2684,1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,"Boys From Brazil, The",False,True,White
48,5328,1998,1999,56,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Gregory Peck,Moby Dick,True,True,White
49,27,1947,1948,5,Best Performance by an Actress in a Supporting Role in any Motion Picture,Celeste Holm,Gentleman's Agreement,True,True,White
50,28,1947,1948,5,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edmund Gwenn,Miracle On 34th Street,True,True,White
51,93,1950,1951,8,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edmund Gwenn,Mister 880,True,True,White
52,33,1947,1948,5,New Star Of The Year - Actress,Lois Maxwell,That Hagen Girl,True,True,White
53,34,1947,1948,5,New Star Of The Year - Actor,Richard Widmark,Kiss Of Death,True,True,White
54,38,1947,1948,5,Actor In A Leading Role,Ronald Colman,A Double Life,True,True,White
55,40,1948,1949,6,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ellen Corby,I Remember Mama,True,True,White
56,1966,1972,1973,30,Best Performance by an Actress In A Television Series - Drama,Ellen Corby,"Waltons, The",False,True,White
57,2136,1973,1974,31,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Ellen Corby,"Waltons, The",True,True,White
58,2262,1974,1975,32,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Ellen Corby,"Waltons, The",False,True,White
59,2527,1976,1977,34,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Ellen Corby,"Waltons, The",False,True,White
60,41,1948,1949,6,Best Performance by an Actor in a Supporting Role in any Motion Picture,Walter Huston,The Treasure of the Sierra Madre,True,True,White
61,49,1948,1949,6,Actress In A Leading Role,Jane Wyman,Johnny Belinda,True,True,White
62,132,1951,1952,9,Best Performance by an Actress in a Motion Picture - Drama,Jane Wyman,The Blue Veil,True,True,White
63,3277,1982,1983,40,Best Performance by an Actress In A Television Series - Drama,Jane Wyman,Falcon Crest,False,True,White
64,3411,1983,1984,41,Best Performance by an Actress In A Television Series - Drama,Jane Wyman,Falcon Crest,True,True,White
65,50,1948,1949,6,Actor In A Leading Role,Laurence Olivier,Hamlet (1948),True,True,White
66,630,1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Laurence Olivier,Spartacus,False,True,White
67,1903,1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,Laurence Olivier,Sleuth,False,True,White
68,2455,1976,1977,34,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier,Marathon Man,True,True,White
69,2836,1979,1980,37,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier,"Little Romance, A",False,True,White
70,53,1949,1950,7,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mercedes McCambridge,All The King's Men,True,True,White
71,67,1949,1950,7,New Star Of The Year - Actress,Mercedes McCambridge,All The King's Men,True,True,White
72,54,1949,1950,7,Best Performance by an Actress in a Supporting Role in any Motion Picture,Miriam Hopkins,The Heiress,False,True,White
73,55,1949,1950,7,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Whitmore,Battleground,True,True,White
74,2309,1975,1976,33,Best Performance by an Actor in a Motion Picture - Drama,James Whitmore,"Give 'Em Hell, Harry!",False,True,White
75,56,1949,1950,7,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Brian,Intruder In The Dust,False,True,White
76,68,1949,1950,7,New Star Of The Year - Actress,Ruth Roman,Champion,False,True,White
77,69,1949,1950,7,New Star Of The Year - Actor,Richard Todd,The Hasty Heart,True,True,White
78,78,1949,1950,7,Actor In A Leading Role,Richard Todd,The Hasty Heart,False,True,White
79,70,1949,1950,7,New Star Of The Year - Actor,Juano Hernandez,Intruder In The Dust,False,True,Hispanic
80,75,1949,1950,7,Actress In A Leading Role,Olivia de Havilland,The Heiress,True,True,White
81,175,1952,1953,10,Best Performance by an Actress in a Motion Picture - Drama,Olivia de Havilland,My Cousin Rachel,False,True,White
82,3812,1986,1987,44,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Olivia de Havilland,Anastasia: The Mystery of Anna,True,True,White
83,76,1949,1950,7,Actress In A Leading Role,Deborah Kerr,"Edward, My Son",False,True,White
84,372,1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Deborah Kerr,"King and I, The",True,True,White
85,398,1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,"Heaven Knows, Mr. Allison",False,True,White
86,461,1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,Separate Tables,False,True,White
87,77,1949,1950,7,Actor In A Leading Role,Broderick Crawford,All The King's Men,True,True,White
88,81,1950,1951,8,Best Performance by an Actress in a Motion Picture - Drama,Gloria Swanson,Sunset Boulevard,True,True,White
89,1029,1963,1964,21,Actress In A Television Series,Gloria Swanson,Burke's Law,False,True,White
90,82,1950,1951,8,Best Performance by an Actress in a Motion Picture - Drama,Bette Davis,All About Eve,False,True,White
91,773,1961,1962,19,Actress In A Leading Role - Musical Or Comedy,Bette Davis,Pocketful of Miracles,False,True,White
92,796,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Bette Davis,What Ever Happened To Baby Jane?,False,True,White
93,83,1950,1951,8,Best Performance by an Actress in a Motion Picture - Drama,Judy Holliday,Born Yesterday,False,True,White
94,91,1950,1951,8,Best Performance by an Actress in a Supporting Role in any Motion Picture,Judy Holliday,Adam's Rib,False,True,White
95,115,1950,1951,8,Actress In A Leading Role - Musical Or Comedy,Judy Holliday,Born Yesterday,True,True,White
96,373,1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Judy Holliday,"Solid Gold Cadillac, The",False,True,White
97,691,1960,1961,18,Actress In A Leading Role - Musical Or Comedy,Judy Holliday,Bells Are Ringing,False,True,White
98,84,1950,1951,8,Best Performance by an Actor in a Motion Picture - Drama,José Ferrer,Cyrano de Bergerac (1950),True,True,Hispanic
99,85,1950,1951,8,Best Performance by an Actor in a Motion Picture - Drama,Louis Calhern,The Magnificent Yankee,False,True,White
100,86,1950,1951,8,Best Performance by an Actor in a Motion Picture - Drama,James Stewart,Harvey,False,True,White
101,821,1962,1963,20,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Stewart,Mr. Hobbs Takes a Vacation,False,True,White
102,2120,1973,1974,31,Best Performance by an Actor In A Television Series - Drama,James Stewart,Hawkins,True,True,White
103,87,1950,1951,8,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Fred Astaire,Three Little Words,True,True,White
104,561,1959,1960,17,Best Performance by an Actor in a Supporting Role in any Motion Picture,Fred Astaire,On The Beach,False,True,White
105,720,1961,1962,19,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Fred Astaire,"Pleasure of His Company, The",False,True,White
106,1432,1968,1969,26,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Fred Astaire,Finian's Rainbow,False,True,White
107,2200,1974,1975,32,Best Performance by an Actor in a Supporting Role in any Motion Picture,Fred Astaire,The Towering Inferno,True,True,White
108,88,1950,1951,8,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dan Dailey,When Willie Comes Marching Home,False,True,White
109,1590,1969,1970,27,Actor In A Television Series - Musical Or Comedy,Dan Dailey,"Governor and J. J., The",True,True,White
110,89,1950,1951,8,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Harold Lloyd,The Sin Of Harold Diddlebock,False,True,White
111,90,1950,1951,8,Best Performance by an Actress in a Supporting Role in any Motion Picture,Josephine Hull,Harvey,True,True,White
112,92,1950,1951,8,Best Performance by an Actress in a Supporting Role in any Motion Picture,Thelma Ritter,All About Eve,False,True,White
113,143,1951,1952,9,Best Performance by an Actress in a Supporting Role in any Motion Picture,Thelma Ritter,"Mating Season, The",False,True,White
114,1139,1965,1966,23,Best Performance by an Actress in a Supporting Role in any Motion Picture,Thelma Ritter,Boeing Boeing,False,True,White
115,94,1950,1951,8,Best Performance by an Actor in a Supporting Role in any Motion Picture,Erich von Stroheim,Sunset Boulevard,False,True,White
116,95,1950,1951,8,Best Performance by an Actor in a Supporting Role in any Motion Picture,George Sanders,All About Eve,False,True,White
117,116,1950,1951,8,Actress In A Leading Role - Musical Or Comedy,Spring Byington,Louisa,False,True,White
118,117,1950,1951,8,Actress In A Leading Role - Musical Or Comedy,Betty Hutton,Annie Get Your Gun,False,True,White
119,133,1951,1952,9,Best Performance by an Actress in a Motion Picture - Drama,Vivien Leigh,A Streetcar Named Desire (1951),False,True,White
120,134,1951,1952,9,Best Performance by an Actress in a Motion Picture - Drama,Shelley Winters,A Place In The Sun,False,True,White
121,559,1959,1960,17,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,"Diary of Anne Frank, The",False,True,White
122,802,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Shelley Winters,Lolita,False,True,White
123,1237,1966,1967,24,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,Alfie (1966),False,True,White
124,1917,1972,1973,30,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,"Poseidon Adventure, The",True,True,White
125,2454,1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,"Next Stop, Greenwich Village",False,True,White
126,135,1951,1952,9,Best Performance by an Actor in a Motion Picture - Drama,Fredric March,Death of a Salesman (1951),True,True,White
127,549,1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Fredric March,Middle of the Night,False,True,White
128,1047,1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Fredric March,Seven Days In May,False,True,White
129,136,1951,1952,9,Best Performance by an Actor in a Motion Picture - Drama,Kirk Douglas,Detective Story,False,True,White
130,323,1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Kirk Douglas,Lust For Life,True,True,White
131,3660,1985,1986,43,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kirk Douglas,Amos,False,True,White
132,137,1951,1952,9,Best Performance by an Actor in a Motion Picture - Drama,Arthur Kennedy,Bright Victory,False,True,White
133,287,1955,1956,13,Best Performance by an Actor in a Supporting Role in any Motion Picture,Arthur Kennedy,Trial,True,True,White
134,138,1951,1952,9,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,On The Riviera,True,True,White
135,180,1952,1953,10,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,Hans Christian Andersen,False,True,White
136,332,1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,"Court Jester, The",False,True,White
137,469,1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,Me and the Colonel,True,True,White
138,3134,1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Danny Kaye,Skokie,False,True,White
139,139,1951,1952,9,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bing Crosby,Here Comes The Groom,False,True,White
140,140,1951,1952,9,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Kelly,An American In Paris,False,True,White
141,141,1951,1952,9,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kim Hunter,A Streetcar Named Desire (1951),True,True,White
142,142,1951,1952,9,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,Detective Story,False,True,White
143,1337,1967,1968,25,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,In the Heat of the Night,False,True,White
144,1658,1970,1971,28,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,"Landlord, The",False,True,White
145,2322,1975,1976,33,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,Shampoo,False,True,White
146,2450,1976,1977,34,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant,Voyage of the Damned,False,True,White
147,144,1951,1952,9,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Ustinov,Quo Vadis?,True,True,White
148,645,1960,1961,18,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Ustinov,Spartacus,False,True,White
149,1052,1964,1965,22,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Ustinov,Topkapi,False,True,White
150,154,1951,1952,9,New Star Of The Year - Actress,Pier Angeli,Teresa,True,True,White
151,155,1951,1952,9,New Star Of The Year - Actor,Kevin McCarthy,Death of a Salesman (1951),True,True,White
152,156,1951,1952,9,Actress In A Leading Role - Musical Or Comedy,June Allyson,Too Young To Kiss,True,True,White
153,173,1952,1953,10,Best Performance by an Actress in a Motion Picture - Drama,Shirley Booth,"Come Back, Little Sheba",True,True,White
154,1026,1963,1964,21,Actress In A Television Series,Shirley Booth,Hazel,False,True,White
155,174,1952,1953,10,Best Performance by an Actress in a Motion Picture - Drama,Joan Crawford,Sudden Fear,False,True,White
156,176,1952,1953,10,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper,High Noon,True,True,White
157,324,1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper,Friendly Persuasion,False,True,White
158,177,1952,1953,10,Best Performance by an Actor in a Motion Picture - Drama,Charles Boyer,The Happy Time,False,True,White
159,179,1952,1953,10,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Donald O'Connor,Singin' in the Rain,True,True,White
160,182,1952,1953,10,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katy Jurado,High Noon,True,True,Hispanic
161,206,1952,1953,10,New Star Of The Year - Actress,Katy Jurado,High Noon,False,True,Hispanic
162,183,1952,1953,10,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mildred Dunnock,Viva Zapata!,False,True,White
163,337,1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mildred Dunnock,Baby Doll,False,True,White
164,412,1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mildred Dunnock,Peyton Place,False,True,White
165,184,1952,1953,10,Best Performance by an Actress in a Supporting Role in any Motion Picture,Gloria Grahame,"Bad and The Beautiful, The",False,True,White
166,185,1952,1953,10,Best Performance by an Actor in a Supporting Role in any Motion Picture,Millard Mitchell,My Six Convicts,True,True,White
167,186,1952,1953,10,Best Performance by an Actor in a Supporting Role in any Motion Picture,Kurt Kasznar,The Happy Time,False,True,White
168,187,1952,1953,10,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gilbert Roland,"Bad and The Beautiful, The",False,True,Hispanic
169,1063,1964,1965,22,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gilbert Roland,Cheyenne Autumn,False,True,Hispanic
170,204,1952,1953,10,New Star Of The Year - Actress,Colette Marchand,Moulin Rouge,True,True,White
171,205,1952,1953,10,New Star Of The Year - Actress,Rita Gam,The Thief,False,True,White
172,207,1952,1953,10,New Star Of The Year - Actor,Richard Burton,My Cousin Rachel,True,True,White
173,547,1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Look Back In Anger,False,True,White
174,1049,1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Becket,False,True,White
175,1224,1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Who's Afraid of Virginia Woolf?,False,True,White
176,1331,1967,1968,25,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Burton,"Taming of the Shrew, The",False,True,White
177,1529,1969,1970,27,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Anne of the Thousand Days,False,True,White
178,2574,1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Equus,True,True,White
179,208,1952,1953,10,New Star Of The Year - Actor,Aldo Ray,Pat and Mike,False,True,White
180,209,1952,1953,10,New Star Of The Year - Actor,Robert Wagner,Stars and Stripes Forever,False,True,White
181,1598,1969,1970,27,Actor In A Television Series - Drama,Robert Wagner,It Takes a Thief,False,True,White
182,2887,1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Robert Wagner,Hart To Hart,False,True,White
183,3011,1980,1981,38,Best Performance by an Actor In A Television Series - Drama,Robert Wagner,Hart To Hart,False,True,White
184,3283,1982,1983,40,Best Performance by an Actor In A Television Series - Drama,Robert Wagner,Hart To Hart,False,True,White
185,3420,1983,1984,41,Best Performance by an Actor In A Television Series - Drama,Robert Wagner,Hart To Hart,False,True,White
186,213,1952,1953,10,Actress In A Leading Role - Musical Or Comedy,Susan Hayward,With a Song in My Heart,True,True,White
187,459,1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Susan Hayward,I Want To Live!,True,True,White
188,214,1952,1953,10,Actress In A Leading Role - Musical Or Comedy,Katharine Hepburn,Pat and Mike,False,True,White
189,322,1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,"Rainmaker, The",False,True,White
190,544,1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,"Suddenly, Last Summer",False,True,White
191,797,1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,Long Day's Journey Into Night (1962),False,True,White
192,1321,1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,Guess Who's Coming To Dinner,False,True,White
193,1424,1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,The Lion in Winter,False,True,White
194,3062,1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,On Golden Pond,False,True,White
195,4540,1992,1993,50,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Katharine Hepburn,"Man Upstairs, The",False,True,White
196,215,1952,1953,10,Actress In A Leading Role - Musical Or Comedy,Ginger Rogers,Monkey Business,False,True,White
197,223,1953,1954,11,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,Roman Holiday,True,True,White
198,321,1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,War and Peace,False,True,White
199,446,1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Love in the Afternoon,False,True,White
200,541,1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,"Nun's Story, The",False,True,White
201,774,1961,1962,19,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Breakfast at Tiffany's,False,True,White
202,1005,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Charade,False,True,White
203,1093,1964,1965,22,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,My Fair Lady,False,True,White
204,1320,1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,Wait Until Dark,False,True,White
205,1385,1967,1968,25,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Two for the Road,False,True,White
206,224,1953,1954,11,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,"Actress, The",True,True,White
207,468,1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,"Old Man and the Sea, The",False,True,White
208,628,1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,Inherit the Wind - 1960,False,True,White
209,1327,1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,Guess Who's Coming To Dinner,False,True,White
210,225,1953,1954,11,Best Performance by an Actor in a Motion Picture - Musical or Comedy,David Niven,The Moon Is Blue,True,True,White
211,408,1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,David Niven,My Man Godfrey,False,True,White
212,464,1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,David Niven,Separate Tables,True,True,White
213,226,1953,1954,11,Best Performance by an Actress in a Supporting Role in any Motion Picture,Grace Kelly,Mogambo,True,True,White
214,252,1954,1955,12,Best Performance by an Actress in a Motion Picture - Drama,Grace Kelly,"Country Girl, The",True,True,White
215,227,1953,1954,11,Best Performance by an Actor in a Supporting Role in any Motion Picture,Frank Sinatra,From Here to Eternity,True,True,White
216,406,1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Frank Sinatra,Pal Joey,True,True,White
217,939,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Frank Sinatra,Come Blow Your Horn,False,True,White
218,233,1953,1954,11,New Star Of The Year - Actress,Pat Crowley,Forever Female,True,True,White
219,234,1953,1954,11,New Star Of The Year - Actress,Pat Crowley,Money From Home,True,True,White
220,235,1953,1954,11,New Star Of The Year - Actress,Bella Darvi,"Egyptian, The",True,True,White
221,236,1953,1954,11,New Star Of The Year - Actress,Bella Darvi,Hell and High Water,True,True,White
222,239,1953,1954,11,New Star Of The Year - Actress,Bella Darvi,Money From Home,False,True,White
223,237,1953,1954,11,New Star Of The Year - Actress,Barbara Rush,It Came From Outer Space,True,True,White
224,238,1953,1954,11,New Star Of The Year - Actress,Barbara Rush,Hell and High Water,False,True,White
225,240,1953,1954,11,New Star Of The Year - Actor,Richard Egan,"Glory Brigade, The",True,True,White
226,241,1953,1954,11,New Star Of The Year - Actor,Richard Egan,"Kid From Left Field, The",True,True,White
227,242,1953,1954,11,New Star Of The Year - Actor,Steve Forrest,So Big,True,True,White
228,244,1953,1954,11,New Star Of The Year - Actor,Steve Forrest,"Kid From Left Field, The",False,True,White
229,243,1953,1954,11,New Star Of The Year - Actor,Hugh O'Brian,"Man From The Alamo, The",True,True,White
230,245,1953,1954,11,Actress In A Leading Role - Musical Or Comedy,Ethel Merman,Call Me Madam,True,True,White
231,253,1954,1955,12,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,On the Waterfront,True,True,White
232,329,1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Marlon Brando,"Teahouse of the August Moon, The",False,True,White
233,402,1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,Sayonara,False,True,White
234,927,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,"Ugly American, The",False,True,White
235,1902,1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,"Godfather, The",True,True,White
236,4120,1989,1990,47,Best Performance by an Actor in a Supporting Role in any Motion Picture,Marlon Brando,"Dry White Season, A",False,True,White
