,Unnamed: 0,year_film,year_award,ceremony,category,nominee,film,win,single_award,race
4075,6489,2008,2009,66,Best Performance by an Actress in a Motion Picture - Drama,Anne Hathaway,Rachel Getting Married,False,True,White
4076,6748,2010,2011,68,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anne Hathaway,Love & Other Drugs,False,True,White
4077,7011,2012,2013,70,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Hathaway,Les Misérables,True,True,White
4078,6492,2008,2009,66,Best Performance by an Actor in a Motion Picture - Drama,Mickey Rourke,The Wrestler,True,True,White
4079,6497,2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sally Hawkins,Happy-Go-Lucky,True,True,White
4080,7138,2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sally Hawkins,Blue Jasmine,False,True,White
4081,7625,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Sally Hawkins,The Shape of Water,False,True,White
4082,6498,2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rebecca Hall,Vicky Cristina Barcelona,False,True,White
4083,6502,2008,2009,66,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,In Bruges,True,True,White
4084,7510,2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,The Lobster,False,True,White
4085,6505,2008,2009,66,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Brendan Gleeson,In Bruges,False,True,White
4086,6694,2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Brendan Gleeson,Into The Storm,False,True,White
4087,6881,2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Brendan Gleeson,"Guard, The",False,True,White
4088,6509,2008,2009,66,Best Performance by an Actress in a Supporting Role in any Motion Picture,Viola Davis,Doubt,False,True,Black
4089,6867,2011,2012,69,Best Performance by an Actress in a Motion Picture - Drama,Viola Davis,The Help,False,True,Black
4090,7330,2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Viola Davis,How To Get Away With Murder,False,True,Black
4091,7457,2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Viola Davis,How To Get Away With Murder,False,True,Black
4092,7514,2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Viola Davis,Fences,True,True,Black
4093,6574,2008,2009,66,Best Performance by an Actress In A Television Series - Drama,January Jones,Mad Men,False,True,White
4094,6698,2009,2010,67,Best Performance by an Actress In A Television Series - Drama,January Jones,Mad Men,False,True,White
4095,6575,2008,2009,66,Best Performance by an Actor In A Television Series - Drama,Gabriel Byrne,In Treatment,True,True,White
4096,6587,2008,2009,66,Best Performance by an Actor in a Television Series - Musical or Comedy,Kevin Connolly,Entourage,False,True,White
4097,6591,2008,2009,66,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Melissa George,In Treatment,False,True,White
4098,6594,2008,2009,66,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Eileen Atkins,Cranford,False,True,White
4099,6614,2009,2010,67,Best Performance by an Actress in a Motion Picture - Drama,Carey Mulligan,"Education, An",False,True,White
4100,6615,2009,2010,67,Best Performance by an Actress in a Motion Picture - Drama,Gabourey Sidibe,Precious: Based On The Novel Push By Sapphire,False,True,Black
4101,6618,2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Colin Firth,A Single Man,False,True,White
4102,6742,2010,2011,68,Best Performance by an Actor in a Motion Picture - Drama,Colin Firth,The King's Speech,True,True,White
4103,6620,2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Tobey Maguire,Brothers,False,True,White
4104,6629,2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joseph Gordon-Levitt,(500) Days of Summer,False,True,White
4105,6882,2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joseph Gordon-Levitt,50/50,False,True,White
4106,6630,2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Stuhlbarg,"Serious Man, A",False,True,White
4107,6631,2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mo'Nique,Precious: Based On The Novel Push By Sapphire,True,True,Black
4108,6632,2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vera Farmiga,Up In The Air,False,True,White
4109,6633,2009,2010,67,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anna Kendrick,Up In The Air,False,True,White
4110,6636,2009,2010,67,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Inglourious Basterds,True,True,White
4111,7016,2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Django Unchained,True,True,White
4112,7258,2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christoph Waltz,Big Eyes,False,True,White
4113,6707,2009,2010,67,Best Performance by an Actress in a Television Series - Musical or Comedy,Courteney Cox,Cougar Town,False,True,White
4114,6710,2009,2010,67,Best Performance by an Actress in a Television Series - Musical or Comedy,Lea Michele,Glee,False,True,White
4115,6834,2010,2011,68,Best Performance by an Actress in a Television Series - Musical or Comedy,Lea Michele,Glee,False,True,White
4116,6714,2009,2010,67,Best Performance by an Actor in a Television Series - Musical or Comedy,Thomas Jane,Hung,False,True,White
4117,6841,2010,2011,68,Best Performance by an Actor in a Television Series - Musical or Comedy,Thomas Jane,Hung,False,True,White
4118,6969,2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,Thomas Jane,Hung,False,True,White
4119,6715,2009,2010,67,Best Performance by an Actor in a Television Series - Musical or Comedy,Matthew Morrison,Glee,False,True,White
4120,6842,2010,2011,68,Best Performance by an Actor in a Television Series - Musical or Comedy,Matthew Morrison,Glee,False,True,White
4121,6717,2009,2010,67,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Jane Adams,Hung,False,True,White
4122,6719,2009,2010,67,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Jane Lynch,Glee,False,True,White
4123,6843,2010,2011,68,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Jane Lynch,Glee,True,True,White
4124,6722,2009,2010,67,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Michael Emerson,Lost,False,True,White
4125,6740,2010,2011,68,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Lawrence,Winter's Bone,False,True,White
4126,7001,2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Silver Linings Playbook,True,True,White
4127,7137,2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Lawrence,American Hustle,True,True,White
4128,7377,2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Joy,True,True,White
4129,6745,2010,2011,68,Best Performance by an Actor in a Motion Picture - Drama,Jesse Eisenberg,The Social Network,False,True,White
4130,6751,2010,2011,68,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,Easy A,False,True,White
4131,7262,2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,Birdman,False,True,White
4132,7504,2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,La La Land,True,True,White
4133,7635,2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,Battle of the Sexes,False,True,White
4134,7769,2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,"Favourite, The",False,True,White
4135,6755,2010,2011,68,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jake Gyllenhaal,Love & Other Drugs,False,True,White
4136,7248,2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Jake Gyllenhaal,Nightcrawler,False,True,White
4137,6757,2010,2011,68,Best Performance by an Actress in a Supporting Role in any Motion Picture,Melissa Leo,"Fighter, The",True,True,White
4138,6759,2010,2011,68,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mila Kunis,Black Swan,False,True,White
4139,6760,2010,2011,68,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jacki Weaver,Animal Kingdom,False,True,White
4140,6762,2010,2011,68,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christian Bale,"Fighter, The",True,True,White
4141,7133,2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,American Hustle,False,True,White
4142,7385,2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,"Big Short, The",False,True,White
4143,7762,2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,Vice,True,True,White
4144,7880,2019,2020,77,Best Performance by an Actor in a Motion Picture - Drama,Christian Bale,Ford v Ferrari,False,True,White
4145,6764,2010,2011,68,Best Performance by an Actor in a Supporting Role in any Motion Picture,Andrew Garfield,The Social Network,False,True,White
4146,7501,2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Andrew Garfield,Hacksaw Ridge,False,True,White
4147,6765,2010,2011,68,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jeremy Renner,"Town, The",False,True,White
4148,6815,2010,2011,68,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Romola Garai,Emma,False,True,White
4149,6941,2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Romola Garai,The Hour,False,True,White
4150,6816,2010,2011,68,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jennifer Love Hewitt,"Client List, The",False,True,White
4151,6817,2010,2011,68,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Hayley Atwell,Pillars Of The Earth,False,True,White
4152,6819,2010,2011,68,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,False,True,Black
4153,6945,2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,True,True,Black
4154,7126,2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Idris Elba,Mandela: Long Walk to Freedom,False,True,Black
4155,7199,2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,False,True,Black
4156,7394,2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Idris Elba,Beasts of No Nation,False,True,Black
4157,7450,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,False,True,Black
4158,6822,2010,2011,68,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Edgar Ramírez,Carlos,False,True,White
4159,7860,2018,2019,76,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Edgar Ramírez,"Assassination of Gianni Versace: American Crime Story, The",False,True,White
4160,6825,2010,2011,68,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss,Mad Men,False,True,White
4161,7190,2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Elisabeth Moss,Top of the Lake,True,True,White
4162,7706,2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss,"Handmaid's Tale, The ",True,True,White
4163,7834,2018,2019,76,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss,"Handmaid's Tale, The ",False,True,White
4164,6826,2010,2011,68,Best Performance by an Actress In A Television Series - Drama,Piper Perabo,Covert Affairs,False,True,White
4165,6838,2010,2011,68,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,"Big Bang Theory, The",True,True,White
4166,7095,2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,"Big Bang Theory, The",False,True,White
4167,7217,2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,"Big Bang Theory, The",False,True,White
4168,6844,2010,2011,68,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Sofia Vergara,Modern Family,False,True,Hispanic
4169,6973,2011,2012,69,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Sofia Vergara,Modern Family,False,True,Hispanic
4170,7097,2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Sofia Vergara,Modern Family,False,True,Hispanic
4171,7222,2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Sofia Vergara,Modern Family,False,True,Hispanic
4172,6847,2010,2011,68,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Julia Stiles,Dexter,False,True,White
4173,6848,2010,2011,68,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Chris Colfer,Glee,True,True,White
4174,6849,2010,2011,68,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Scott Caan,Hawaii Five-O,False,True,White
4175,6851,2010,2011,68,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Eric Stonestreet,Modern Family,False,True,White
4176,6979,2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Eric Stonestreet,Modern Family,False,True,White
4177,7102,2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Eric Stonestreet,Modern Family,False,True,White
4178,6868,2011,2012,69,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara,The Girl With The Dragon Tattoo,False,True,White
4179,7369,2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara,Carol,False,True,White
4180,6874,2011,2012,69,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender,Shame,False,True,White
4181,7143,2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Fassbender,12 Years a Slave,False,True,White
4182,7374,2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender,Steve Jobs,False,True,White
4183,6878,2011,2012,69,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kristen Wiig,Bridesmaids,False,True,White
4184,6880,2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jean Dujardin,The Artist,True,True,White
4185,6884,2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Owen Wilson,Midnight In Paris,False,True,White
4186,6885,2011,2012,69,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,The Help,True,True,Black
4187,7517,2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,Hidden Figures,False,True,Black
4188,7645,2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,The Shape of Water,False,True,Black
4189,6886,2011,2012,69,Best Performance by an Actress in a Supporting Role in any Motion Picture,Bérénice Bejo,The Artist,False,True,White
4190,6887,2011,2012,69,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Chastain,The Help,False,True,White
4191,6991,2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Zero Dark Thirty 	,True,True,White
4192,7265,2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Chastain,A Most Violent Year,False,True,White
4193,7496,2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Miss Sloane,False,True,White
4194,7624,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Molly's Game,False,True,White
4195,6889,2011,2012,69,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shailene Woodley,"Descendants, The",False,True,White
4196,7730,2017,2018,75,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Shailene Woodley,Big Little Lies,False,True,White
4197,6891,2011,2012,69,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Brooks,Drive,False,True,White
4198,6892,2011,2012,69,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jonah Hill,Moneyball,False,True,White
4199,7512,2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jonah Hill,War Dogs,False,True,White
4200,6943,2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Elizabeth McGovern,Downton Abbey,False,True,White
4201,6946,2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Hugh Bonneville,Downton Abbey,False,True,White
4202,6949,2011,2012,69,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Dominic West,The Hour,False,True,White
4203,7334,2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Dominic West,"Affair, The",False,True,White
4204,6951,2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Madeleine Stowe,Revenge,False,True,White
4205,6952,2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Callie Thorne,Necessary Roughness,False,True,White
4206,6953,2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Mireille Enos,"Killing, The",False,True,White
4207,6961,2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,False,True,White
4208,7090,2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,False,True,White
4209,7212,2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,False,True,White
4210,6964,2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,False,True,White
4211,7088,2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,False,True,White
4212,7210,2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,True,True,White
4213,6968,2011,2012,69,Best Performance by an Actor in a Television Series - Musical or Comedy,Johnny Galecki,"Big Bang Theory, The",False,True,White
4214,6975,2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Peter Dinklage,Game of Thrones,True,True,White
4215,6977,2011,2012,69,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Guy Pearce,Mildred Pierce,False,True,White
4216,6994,2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Naomi Watts,"Impossible, The",False,True,White
4217,7000,2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,John Hawkes,"Sessions, The",False,True,White
4218,7008,2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bradley Cooper,Silver Linings Playbook,False,True,White
4219,7146,2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bradley Cooper,American Hustle,False,True,White
4220,7753,2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Bradley Cooper,"Star Is Born, A (2018)",False,True,White
4221,7067,2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sienna Miller,The Girl,False,True,White
4222,7074,2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Benedict Cumberbatch,Sherlock: Season 2 (Masterpiece),False,True,White
4223,7249,2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Benedict Cumberbatch,The Imitation Game,False,True,White
4224,7831,2018,2019,76,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Benedict Cumberbatch,Patrick Melrose,False,True,White
4225,7075,2012,2013,70,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Toby Jones,The Girl,False,True,White
4226,7077,2012,2013,70,Best Performance by an Actress In A Television Series - Drama,Connie Britton,Nashville ( TV ),False,True,White
4227,7824,2018,2019,76,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Connie Britton,Dirty John,False,True,White
4228,7078,2012,2013,70,Best Performance by an Actress In A Television Series - Drama,Michelle Dockery,Downton Abbey,False,True,White
4229,7086,2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,True,True,White
4230,7211,2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,False,True,White
4231,7338,2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,False,True,White
4232,7094,2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Louis C.K.,Louie,False,True,White
4233,7345,2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Louis C.K.,Louie,False,True,White
4234,7098,2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Archie Panjabi,The Good Wife,False,True,Asian/Indian
4235,7099,2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Hayden Panettiere,Nashville ( TV ),False,True,White
4236,7223,2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Hayden Panettiere,Nashville ( TV ),False,True,White
4237,7103,2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Max Greenfield,New Girl,False,True,White
4238,7104,2012,2013,70,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Danny Huston,Magic City,False,True,White
4239,7122,2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Matthew McConaughey,Dallas Buyers Club,True,True,White
4240,7323,2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matthew McConaughey,True Detective,False,True,White
4241,7129,2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Greta Gerwig,Frances Ha,False,True,White
4242,7131,2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Delpy,Before Midnight,False,True,White
4243,7135,2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oscar Isaac,Inside Llewyn Davis,False,True,Hispanic
4244,7448,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Oscar Isaac,Show Me a Hero,True,True,Hispanic
4245,7139,2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lupita Nyong'o,12 Years a Slave,False,True,Black
4246,7140,2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,June Squibb,Nebraska,False,True,White
4247,7142,2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jared Leto,Dallas Buyers Club,True,True,White
4248,7144,2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Barkhad Abdi,Captain Phillips,False,True,Middle Eastern
4249,7145,2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Brühl,Rush,False,True,White
4250,7830,2018,2019,76,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Daniel Brühl,"Alienist, The",False,True,White
4251,7191,2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Rebecca Ferguson,The White Queen,False,True,Black
4252,7201,2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Taylor Schilling,Orange is the New Black,False,True,White
4253,7337,2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Taylor Schilling,Orange is the New Black,False,True,White
4254,7202,2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Tatiana Maslany,Orphan Black,False,True,White
4255,7203,2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Kerry Washington,Scandal (TV),False,True,Black
4256,7573,2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kerry Washington,Confirmation,False,True,Black
4257,7209,2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Michael Sheen,Masters of Sex,False,True,White
4258,7215,2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Andy Samberg,Brooklyn Nine-Nine,True,True,White
4259,7224,2013,2014,71,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Monica Potter,Parenthood (TV),False,True,White
4260,7227,2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Corey Stoll,House of Cards,False,True,White
4261,7228,2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Aaron Paul,Breaking Bad,False,True,White
4262,7229,2013,2014,71,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Josh Charles,The Good Wife,False,True,White
4263,7243,2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Felicity Jones,The Theory of Everything,False,True,White
4264,7244,2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,Gone Girl,False,True,White
4265,7751,2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,"Private War, A",False,True,White
4266,7246,2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Theory of Everything,True,True,White
4267,7375,2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Danish Girl,False,True,White
4268,7250,2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,David Oyelowo,Selma,False,True,Black
4269,7451,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,David Oyelowo,Nightingale,False,True,Black
4270,7255,2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Quvenzhané Wallis,Annie (2014),False,True,White
4271,7266,2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,J.K. Simmons,Whiplash,True,True,White
4272,7267,2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mark Ruffalo,Foxcatcher,False,True,White
4273,7324,2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mark Ruffalo,The Normal Heart,False,True,White
4274,7384,2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mark Ruffalo,Infinitely Polar Bear,False,True,White
4275,7269,2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ethan Hawke,Boyhood,False,True,White
4276,7317,2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Allison Tolman,Fargo,False,True,White
4277,7325,2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Martin Freeman,Fargo,False,True,White
4278,7336,2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,True,True,Hispanic
4279,7465,2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,False,True,Hispanic
4280,7593,2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,False,True,Hispanic
4281,7341,2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,True,True,White
4282,7469,2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,False,True,White
4283,7599,2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,False,True,White
4284,7346,2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Joanne Froggatt,Downton Abbey,True,True,White
4285,7475,2015,2016,73,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Joanne Froggatt,Downton Abbey,False,True,White
4286,7347,2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Michelle Monaghan,True Detective,False,True,White
4287,7348,2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Uzo Aduba,Orange is the New Black,False,True,White
4288,7476,2015,2016,73,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Uzo Aduba,Orange is the New Black,False,True,White
