year_film,year_ceremony,ceremony,category,name,film,winner,race,fixed_race
1976,1977,34,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gavin MacLeod,"Mary Tyler Moore Show, The",False,unknown,unknown
1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Julia,True,white,white
1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,"Turning Point, The",False,white,white
1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Diane Keaton,Looking For Mr. Goodbar,False,white,white
1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Kathleen Quinlan,I Never Promised You a Rose Garden,False,unknown,unknown
1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Gena Rowlands,Opening Night,False,unknown,unknown
1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Equus,True,white,white
1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Henry Winkler,Heroes,False,unknown,unknown
1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Marcello Mastroianni,"Special Day, A",False,white,white
1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Bobby Deerfield,False,unknown,unknown
1977,1978,35,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,MacArthur,False,unknown,unknown
1977,1978,35,Best Director - Motion Picture,Herbert Ross,"Turning Point, The",True,white,white
1977,1978,35,Best Director - Motion Picture,Woody Allen,Annie Hall,False,white,white
1977,1978,35,Best Director - Motion Picture,George Lucas,Star Wars: Episode IV - A New Hope,False,white,white
1977,1978,35,Best Director - Motion Picture,Steven Spielberg,Close Encounters of the Third Kind,False,white,white
1977,1978,35,Best Director - Motion Picture,Fred Zinnemann,Julia,False,white,white
1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Coming Home,True,white,white
1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Jill Clayburgh,"Unmarried Woman, An",False,white,white
1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,Stevie,False,unknown,unknown
1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Interiors,False,white,white
1978,1979,36,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,Autumn Sonata,False,white,white
1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,Coming Home,True,white,white
1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis,Midnight Express,False,unknown,unknown
1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro,"Deer Hunter, The",False,white,white
1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Anthony Hopkins,Magic,False,unknown,unknown
1978,1979,36,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,"Boys From Brazil, The",False,unknown,unknown
1978,1979,36,Best Director - Motion Picture,Michael Cimino,"Deer Hunter, The",True,white,white
1978,1979,36,Best Director - Motion Picture,Woody Allen,Interiors,False,white,white
1978,1979,36,Best Director - Motion Picture,Hal Ashby,Coming Home,False,white,white
1978,1979,36,Best Director - Motion Picture,Terrence Malick,Days of Heaven,False,unknown,unknown
1978,1979,36,Best Director - Motion Picture,Paul Mazursky,"Unmarried Woman, An",False,unknown,unknown
1978,1979,36,Best Director - Motion Picture,Alan Parker,Midnight Express,False,white,white
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday,Alice,True,unknown,unknown
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,False,unknown,unknown
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Kavner,Rhoda,False,unknown,unknown
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey,Lou Grant,False,unknown,unknown
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Audra Lindley,Three's Company,False,unknown,unknown
1978,1979,36,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker,Rhoda,False,unknown,unknown
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Norman Fell,Three's Company,True,unknown,unknown
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeff Conway,Taxi,False,unknown,unknown
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi,False,unknown,unknown
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time,False,unknown,unknown
1978,1979,36,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Andy Kaufman,Taxi,False,unknown,unknown
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Norma Rae,True,white,white
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Lisa Eichhorn,Yanks,False,unknown,unknown
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,"China Syndrome, The",False,white,white
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason,Promises In The Dark,False,white,white
1979,1980,37,Best Performance by an Actress in a Motion Picture - Drama,Jill Clayburgh,Luna,False,white,white
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman,Kramer vs. Kramer,True,white,white
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,"China Syndrome, The",False,white,white
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,And Justice For All,False,white,white
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,"Champ, The",False,unknown,unknown
1979,1980,37,Best Performance by an Actor in a Motion Picture - Drama,James Woods,"Onion Field, The",False,unknown,unknown
1979,1980,37,Best Director - Motion Picture,Francis Ford Coppola,Apocalypse Now,True,unknown,unknown
1979,1980,37,Best Director - Motion Picture,Hal Ashby,Being There,False,unknown,unknown
1979,1980,37,Best Director - Motion Picture,Robert Benton,Kramer vs. Kramer,False,white,white
1979,1980,37,Best Director - Motion Picture,James Bridges,"China Syndrome, The",False,unknown,unknown
1979,1980,37,Best Director - Motion Picture,Peter Yates,Breaking Away,False,white,white
1979,1980,37,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday,Alice,True,unknown,unknown
1979,1980,37,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Loni Anderson,WKRP In Cincinnati,False,unknown,unknown
1979,1980,37,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,False,unknown,unknown
1979,1980,37,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beth Howland,Alice,False,unknown,unknown
1979,1980,37,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey,Lou Grant,False,unknown,unknown
1979,1980,37,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback,Alice,True,unknown,unknown
1979,1980,37,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi,True,unknown,unknown
1979,1980,37,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeff Conway,Taxi,False,unknown,unknown
1979,1980,37,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tony Danza,Taxi,False,unknown,unknown
1979,1980,37,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Doyle,Charlie's Angels,False,unknown,unknown
1980,1981,38,Best Performance by an Actress in a Motion Picture - Drama,Mary Tyler Moore,Ordinary People,True,white,white
1980,1981,38,Best Performance by an Actress in a Motion Picture - Drama,Ellen Burstyn,Resurrection,False,white,white
1980,1981,38,Best Performance by an Actress in a Motion Picture - Drama,Nastassja Kinski,Tess,False,unknown,unknown
1980,1981,38,Best Performance by an Actress in a Motion Picture - Drama,Deborah Raffin,Touched by Love,False,unknown,unknown
1980,1981,38,Best Performance by an Actress in a Motion Picture - Drama,Gena Rowlands,Gloria,False,white,white
1980,1981,38,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro,Raging Bull,True,white,white
1980,1981,38,Best Performance by an Actor in a Motion Picture - Drama,John Hurt,"Elephant Man, The",False,white,white
1980,1981,38,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,Tribute,False,white,white
1980,1981,38,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,"Stunt Man, The",False,white,white
1980,1981,38,Best Performance by an Actor in a Motion Picture - Drama,Donald Sutherland,Ordinary People,False,unknown,unknown
1980,1981,38,Best Director - Motion Picture,Robert Redford,Ordinary People,True,white,white
1980,1981,38,Best Director - Motion Picture,Martin Scorsese,Raging Bull,False,white,white
1980,1981,38,Best Director - Motion Picture,David Lynch,"Elephant Man, The",False,white,white
1980,1981,38,Best Director - Motion Picture,Roman Polanski,Tess,False,white,white
1980,1981,38,Best Director - Motion Picture,Richard Rush,"Stunt Man, The",False,white,white
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli,One Day at a Time,True,unknown,unknown
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Diane Ladd,Alice,True,unknown,unknown
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,False,unknown,unknown
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beth Howland,Alice,False,unknown,unknown
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey,Lou Grant,False,unknown,unknown
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time,True,unknown,unknown
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback,Alice,True,unknown,unknown
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi,False,unknown,unknown
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Andy Kaufman,Taxi,False,unknown,unknown
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Geoffrey Lewis,Flo,False,unknown,unknown
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,"French Lieutenant's Woman, The",True,white,white
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,On Golden Pond,False,white,white
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Diane Keaton,Reds,False,white,white
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek,Raggedy Man,False,unknown,unknown
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Absence of Malice,False,unknown,unknown
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Henry Fonda,On Golden Pond,True,white,white
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Reds,False,white,white
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Timothy Hutton,Taps,False,unknown,unknown
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,Atlantic City,False,white,white
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Treat Williams,Prince of the City,False,unknown,unknown
1981,1982,39,Best Director - Motion Picture,Warren Beatty,Reds,True,white,white
1981,1982,39,Best Director - Motion Picture,Mark Rydell,On Golden Pond,False,white,white
1981,1982,39,Best Director - Motion Picture,Steven Spielberg,Raiders of the Lost Ark,False,white,white
1981,1982,39,Best Director - Motion Picture,Milos Forman,Ragtime,False,unknown,unknown
1981,1982,39,Best Director - Motion Picture,Sidney Lumet,Prince of the City,False,unknown,unknown
1981,1982,39,Best Director - Motion Picture,Louis Malle,Atlantic City,False,white,white
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli,One Day at a Time,True,unknown,unknown
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lauren Tewes,The Love Boat,False,unknown,unknown
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danielle Brisebois,Archie Bunker's Place,False,unknown,unknown
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,False,unknown,unknown
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beth Howland,Alice,False,unknown,unknown
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Hillerman,"Magnum, P. I.",True,unknown,unknown
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi,False,unknown,unknown
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time,False,unknown,unknown
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback,Alice,False,unknown,unknown
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Herve Villechaize,Fantasy Island,False,unknown,unknown
1982,1983,40,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Sophie's Choice,True,white,white
1982,1983,40,Best Performance by an Actress in a Motion Picture - Drama,Debra Winger,"Officer and a Gentleman, An",False,white,white
1982,1983,40,Best Performance by an Actress in a Motion Picture - Drama,Diane Keaton,Shoot The Moon,False,unknown,unknown
1982,1983,40,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange,Frances,False,white,white
1982,1983,40,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek,Missing,False,white,white
1982,1983,40,Best Performance by an Actor in a Motion Picture - Drama,Ben Kingsley,Gandhi,True,asian,asian
1982,1983,40,Best Performance by an Actor in a Motion Picture - Drama,Albert Finney,Shoot The Moon,False,unknown,unknown
1982,1983,40,Best Performance by an Actor in a Motion Picture - Drama,Richard Gere,"Officer and a Gentleman, An",False,unknown,unknown
1982,1983,40,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,Missing,False,white,white
1982,1983,40,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,"Verdict, The",False,white,white
1982,1983,40,Best Director - Motion Picture,Richard Attenborough,Gandhi,True,white,white
1982,1983,40,Best Director - Motion Picture,Steven Spielberg,E. T. The Extra-Terrestrial,False,white,white
1982,1983,40,Best Director - Motion Picture,Constantin Costa-Gavras,Missing,False,unknown,unknown
1982,1983,40,Best Director - Motion Picture,Sidney Lumet,"Verdict, The",False,white,white
1982,1983,40,Best Director - Motion Picture,Sydney Pollack,Tootsie,False,white,white
1982,1983,40,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shelley Long,Cheers,True,unknown,unknown
1982,1983,40,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli,One Day at a Time,False,unknown,unknown
1982,1983,40,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,False,unknown,unknown
1982,1983,40,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beth Howland,Alice,False,unknown,unknown
1982,1983,40,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Carol Kane,Taxi,False,unknown,unknown
1982,1983,40,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Loretta Swit,M*A*S*H (TV Show),False,unknown,unknown
1982,1983,40,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lionel Stander,Hart To Hart,True,unknown,unknown
1982,1983,40,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time,False,unknown,unknown
1982,1983,40,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Hillerman,"Magnum, P. I.",False,unknown,unknown
1982,1983,40,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lorenzo Lamas,Falcon Crest,False,unknown,unknown
1982,1983,40,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Anson Williams,Happy Days,False,unknown,unknown
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Terms of Endearment,True,white,white
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Debra Winger,Terms of Endearment,False,white,white
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Jane Alexander,Testament,False,white,white
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Bonnie Bedelia,Heart Like a Wheel,False,unknown,unknown
1983,1984,41,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Silkwood,False,white,white
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Tom Courtenay,The Dresser,True,white,white
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Robert Duvall,Tender Mercies,True,white,white
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Tom Conti,"Reuben, Reuben",False,white,white
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Richard Farnsworth,"Grey Fox, The",False,unknown,unknown
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Albert Finney,The Dresser,False,white,white
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Scarface,False,unknown,unknown
1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Eric Roberts,Star 80,False,unknown,unknown
1983,1984,41,Best Director - Motion Picture,Barbra Streisand,Yentl,True,unknown,unknown
1983,1984,41,Best Director - Motion Picture,Bruce Beresford,Tender Mercies,False,white,white
1983,1984,41,Best Director - Motion Picture,Ingmar Bergman,Fanny & Alexander,False,white,white
1983,1984,41,Best Director - Motion Picture,James L. Brooks,Terms of Endearment,False,white,white
1983,1984,41,Best Director - Motion Picture,Mike Nichols,Silkwood,False,white,white
1983,1984,41,Best Director - Motion Picture,Peter Yates,The Dresser,False,white,white
1983,1984,41,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Barbara Stanwyck,"Thorn Birds, The",True,unknown,unknown
1983,1984,41,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday,"Gift of Love: A Christmas Story, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Angela Lansbury,"Gift of Love: A Christmas Story, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Piper Laurie,"Thorn Birds, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jean Simmons,"Thorn Birds, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Victoria Tennant,"Winds of War, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Richard Kiley,"Thorn Birds, The",True,unknown,unknown
1983,1984,41,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jan-Michael Vincent,"Winds of War, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Bryan Brown,"Thorn Birds, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Houseman,"Winds of War, The",False,unknown,unknown
1983,1984,41,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Perry King,The Hasty Heart (1983),False,unknown,unknown
1983,1984,41,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Lowe,Thursday's Child,False,unknown,unknown
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Places in the Heart,True,white,white
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Diane Keaton,Mrs. Soffel,False,unknown,unknown
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange,Country,False,white,white
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Bostonians, The",False,white,white
1984,1985,42,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek,"River, The (1984)",False,white,white
1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,F. Murray Abraham,Amadeus,True,Assyrian,other
1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,Jeff Bridges,John Carpenter's Starman,False,white,white
1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,Albert Finney,Under The Volcano,False,white,white
1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,Tom Hulce,Amadeus,False,white,white
1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,Sam Waterston,"Killing Fields, The",False,white,white
1984,1985,42,Best Director - Motion Picture,Milos Forman,Amadeus,True,white,white
1984,1985,42,Best Director - Motion Picture,Francis Ford Coppola,"Cotton Club, The",False,unknown,unknown
1984,1985,42,Best Director - Motion Picture,Roland Joffé,"Killing Fields, The",False,white,white
1984,1985,42,Best Director - Motion Picture,David Lean,"Passage to India, A",False,white,white
1984,1985,42,Best Director - Motion Picture,Sergio Leone,Once Upon a Time in America,False,unknown,unknown
1984,1985,42,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faye Dunaway,Ellis Island,True,unknown,unknown
1984,1985,42,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Selma Diamond,Night Court,False,unknown,unknown
1984,1985,42,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marla Gibbs,"Jeffersons, The",False,unknown,unknown
1984,1985,42,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gina Lollobrigida,Falcon Crest,False,unknown,unknown
1984,1985,42,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rhea Perlman,Cheers,False,unknown,unknown
1984,1985,42,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Roxana Zal,Something About Amelia,False,unknown,unknown
1984,1985,42,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Paul Le Mat,"Burning Bed, The",True,unknown,unknown
1984,1985,42,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Bruce Weitz,Hill Street Blues,False,unknown,unknown
1984,1985,42,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pierce Brosnan,Nancy Astor,False,unknown,unknown
1984,1985,42,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Hillerman,"Magnum, P. I.",False,unknown,unknown
1984,1985,42,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Vereen,Ellis Island,False,unknown,unknown
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Whoopi Goldberg,"Color Purple, The",True,black,black
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Out of Africa,False,white,white
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,Agnes of God,False,white,white
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Cher,Mask,False,unknown,unknown
1985,1986,43,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,"Trip To Bountiful, The",False,white,white
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,Runaway Train,True,white,white
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Harrison Ford,Witness,False,white,white
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Gene Hackman,Twice in a Lifetime,False,unknown,unknown
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,William Hurt,Kiss of the Spider Woman,False,white,white
1985,1986,43,Best Performance by an Actor in a Motion Picture - Drama,Raul Julia,Kiss of the Spider Woman,False,unknown,unknown
1985,1986,43,Best Director - Motion Picture,John Huston,Prizzi's Honor,True,white,white
1985,1986,43,Best Director - Motion Picture,Richard Attenborough,"Chorus Line: The Movie, A",False,unknown,unknown
1985,1986,43,Best Director - Motion Picture,Sydney Pollack,Out of Africa,False,white,white
1985,1986,43,Best Director - Motion Picture,Steven Spielberg,"Color Purple, The",False,unknown,unknown
1985,1986,43,Best Director - Motion Picture,Peter Weir,Witness,False,white,white
1985,1986,43,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sylvia Sidney,An Early Frost,True,unknown,unknown
1985,1986,43,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Katherine Helmond,Who's the Boss?,False,unknown,unknown
1985,1986,43,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kate Reid,Death of a Salesman,False,unknown,unknown
1985,1986,43,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Inga Swenson,Benson,False,unknown,unknown
1985,1986,43,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lesley-Anne Down,North and South,False,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Edward James Olmos,Miami Vice,True,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Begley Jr.,St. Elsewhere,False,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Carradine,North and South,False,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Richard Farnsworth,Chase,False,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John James,Dynasty (1981-1989),False,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Malkovich,Death of a Salesman,False,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Morita,Amos,False,unknown,unknown
1985,1986,43,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Bruce Weitz,Hill Street Blues,False,unknown,unknown
1986,1987,44,Best Performance by an Actress in a Motion Picture - Drama,Marlee Matlin,Children of a Lesser God,True,white,white
1986,1987,44,Best Performance by an Actress in a Motion Picture - Drama,Julie Andrews,Duet for One,False,unknown,unknown
