year_film,year_ceremony,ceremony,category,name,film,winner,race,fixed_race
1943,1944,1,Best Director - Motion Picture,Henry King,The Song Of Bernadette,True,unknown,unknown
1944,1945,2,Best Director - Motion Picture,Leo McCarey,Going My Way,True,white,white
1945,1946,3,Best Director - Motion Picture,Billy Wilder,The Lost Weekend,True,white,white
1946,1947,4,Best Director - Motion Picture,Frank Capra,It's A Wonderful Life,True,white,white
1947,1948,5,Best Director - Motion Picture,Elia Kazan,Gentleman's Agreement,True,white,white
1948,1949,6,Best Director - Motion Picture,John Huston,The Treasure of the Sierra Madre,True,white,white
1949,1950,7,Best Director - Motion Picture,Robert Rossen,All The King's Men,True,white,white
1949,1950,7,Best Director - Motion Picture,William Wyler,The Heiress,False,white,white
1950,1951,8,Best Performance by an Actress in a Motion Picture - Drama,Gloria Swanson,Sunset Boulevard,True,white,white
1950,1951,8,Best Performance by an Actress in a Motion Picture - Drama,Bette Davis,All About Eve,False,white,white
1950,1951,8,Best Performance by an Actress in a Motion Picture - Drama,Judy Holliday,Born Yesterday,False,white,white
1950,1951,8,Best Performance by an Actor in a Motion Picture - Drama,José Ferrer,Cyrano de Bergerac (1950),True,hispanic,hispanic
1950,1951,8,Best Performance by an Actor in a Motion Picture - Drama,Louis Calhern,The Magnificent Yankee,False,white,white
1950,1951,8,Best Performance by an Actor in a Motion Picture - Drama,James Stewart,Harvey,False,white,white
1950,1951,8,Best Director - Motion Picture,Billy Wilder,Sunset Boulevard,True,white,white
1950,1951,8,Best Director - Motion Picture,George Cukor,Born Yesterday,False,white,white
1950,1951,8,Best Director - Motion Picture,John Huston,The Asphalt Jungle,False,white,white
1950,1951,8,Best Director - Motion Picture,Joseph L. Mankiewicz,All About Eve,False,white,white
1951,1952,9,Best Performance by an Actress in a Motion Picture - Drama,Jane Wyman,The Blue Veil,True,white,white
1951,1952,9,Best Performance by an Actress in a Motion Picture - Drama,Vivien Leigh,A Streetcar Named Desire (1951),False,white,white
1951,1952,9,Best Performance by an Actress in a Motion Picture - Drama,Shelley Winters,A Place In The Sun,False,white,white
1951,1952,9,Best Performance by an Actor in a Motion Picture - Drama,Fredric March,Death of a Salesman (1951),True,white,white
1951,1952,9,Best Performance by an Actor in a Motion Picture - Drama,Kirk Douglas,Detective Story,False,unknown,unknown
1951,1952,9,Best Performance by an Actor in a Motion Picture - Drama,Arthur Kennedy,Bright Victory,False,white,white
1951,1952,9,Best Director - Motion Picture,Laslo Benedek,Death of a Salesman (1951),True,unknown,unknown
1951,1952,9,Best Director - Motion Picture,Vincente Minnelli,An American In Paris,False,white,white
1951,1952,9,Best Director - Motion Picture,George Stevens,A Place In The Sun,False,white,white
1952,1953,10,Best Performance by an Actress in a Motion Picture - Drama,Shirley Booth,"Come Back, Little Sheba",True,white,white
1952,1953,10,Best Performance by an Actress in a Motion Picture - Drama,Joan Crawford,Sudden Fear,False,white,white
1952,1953,10,Best Performance by an Actress in a Motion Picture - Drama,Olivia de Havilland,My Cousin Rachel,False,unknown,unknown
1952,1953,10,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper,High Noon,True,white,white
1952,1953,10,Best Performance by an Actor in a Motion Picture - Drama,Charles Boyer,The Happy Time,False,unknown,unknown
1952,1953,10,Best Performance by an Actor in a Motion Picture - Drama,Ray Milland,The Thief,False,unknown,unknown
1952,1953,10,Best Director - Motion Picture,Cecil B. deMille,The Greatest Show On Earth,True,unknown,unknown
1952,1953,10,Best Director - Motion Picture,Richard Fleischer,The Happy Time,False,unknown,unknown
1952,1953,10,Best Director - Motion Picture,John Ford,The Quiet Man,False,white,white
1953,1954,11,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,Roman Holiday,True,white,white
1953,1954,11,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,"Actress, The",True,unknown,unknown
1953,1954,11,Best Director - Motion Picture,Fred Zinnemann,From Here to Eternity,True,white,white
1954,1955,12,Best Performance by an Actress in a Motion Picture - Drama,Grace Kelly,"Country Girl, The",True,white,white
1954,1955,12,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,On the Waterfront,True,white,white
1954,1955,12,Best Director - Motion Picture,Elia Kazan,On the Waterfront,True,white,white
1955,1956,13,Best Performance by an Actress in a Motion Picture - Drama,Anna Magnani,"Rose Tattoo, The",True,white,white
1955,1956,13,Best Performance by an Actor in a Motion Picture - Drama,Ernest Borgnine,Marty,True,white,white
1955,1956,13,Best Director - Motion Picture,Joshua Logan,Picnic,True,white,white
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Carroll Baker,Baby Doll,False,white,white
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,Anastasia (1956),False,white,white
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Helen Hayes,Anastasia (1956),False,unknown,unknown
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,War and Peace,False,unknown,unknown
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,"Rainmaker, The",False,white,white
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Kirk Douglas,Lust For Life,True,white,white
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper,Friendly Persuasion,False,unknown,unknown
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Charlton Heston,"Ten Commandments, The",False,unknown,unknown
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,"Rainmaker, The",False,unknown,unknown
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Karl Malden,Baby Doll,False,unknown,unknown
1956,1957,14,Best Director - Motion Picture,Elia Kazan,Baby Doll,True,unknown,unknown
1956,1957,14,Best Director - Motion Picture,Michael Anderson,Around the World in 80 Days,False,white,white
1956,1957,14,Best Director - Motion Picture,Vincente Minnelli,Lust For Life,False,unknown,unknown
1956,1957,14,Best Director - Motion Picture,George Stevens,Giant,False,white,white
1956,1957,14,Best Director - Motion Picture,King Vidor,War and Peace,False,white,white
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Three Faces of Eve, The",True,white,white
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Marlene Dietrich,Witness for the Prosecution,False,unknown,unknown
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,"Heaven Knows, Mr. Allison",False,white,white
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Anna Magnani,Wild is the Wind,False,white,white
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Eva Marie Saint,"Hatful of Rain, A",False,unknown,unknown
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Alec Guinness,"Bridge on the River Kwai, The",True,white,white
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,Sayonara,False,white,white
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Henry Fonda,12 Angry Men (1957),False,unknown,unknown
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Anthony Franciosa,"Hatful of Rain, A",False,white,white
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Charles Laughton,Witness for the Prosecution,False,white,white
1957,1958,15,Best Director - Motion Picture,David Lean,"Bridge on the River Kwai, The",True,white,white
1957,1958,15,Best Director - Motion Picture,Joshua Logan,Sayonara,False,white,white
1957,1958,15,Best Director - Motion Picture,Sidney Lumet,12 Angry Men (1957),False,white,white
1957,1958,15,Best Director - Motion Picture,Billy Wilder,Witness for the Prosecution,False,white,white
1957,1958,15,Best Director - Motion Picture,Fred Zinnemann,"Hatful of Rain, A",False,unknown,unknown
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Susan Hayward,I Want To Live!,True,white,white
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,"Inn of the Sixth Happiness, The",False,unknown,unknown
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,Separate Tables,False,white,white
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Some Came Running,False,white,white
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Jean Simmons,Home Before Dark,False,unknown,unknown
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,David Niven,Separate Tables,True,white,white
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Tony Curtis,"Defiant Ones, The",False,white,white
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Sidney Poitier,"Defiant Ones, The",False,black,black
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Robert Donat,"Inn of the Sixth Happiness, The",False,unknown,unknown
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,"Old Man and the Sea, The",False,white,white
1958,1959,16,Best Director - Motion Picture,Vincente Minnelli,Gigi,True,white,white
1958,1959,16,Best Director - Motion Picture,Richard Brooks,Cat on a Hot Tin Roof,False,white,white
1958,1959,16,Best Director - Motion Picture,Stanley Kramer,"Defiant Ones, The",False,white,white
1958,1959,16,Best Director - Motion Picture,Delbert Mann,Separate Tables,False,unknown,unknown
1958,1959,16,Best Director - Motion Picture,Robert Wise,I Want To Live!,False,white,white
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,Elizabeth Taylor,"Suddenly, Last Summer",True,white,white
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,"Nun's Story, The",False,white,white
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,Lee Remick,Anatomy of a Murder,False,unknown,unknown
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,Simone Signoret,Room At The Top,False,white,white
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,"Suddenly, Last Summer",False,white,white
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Anthony Franciosa,Career,True,unknown,unknown
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Joseph Schildkraut,"Diary of Anne Frank, The",False,unknown,unknown
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Look Back In Anger,False,unknown,unknown
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Charlton Heston,Ben-Hur,False,white,white
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,Fredric March,Middle of the Night,False,unknown,unknown
1959,1960,17,Best Director - Motion Picture,William Wyler,Ben-Hur,True,white,white
1959,1960,17,Best Director - Motion Picture,Stanley Kramer,On The Beach,False,unknown,unknown
1959,1960,17,Best Director - Motion Picture,Otto Preminger,Anatomy of a Murder,False,unknown,unknown
1959,1960,17,Best Director - Motion Picture,George Stevens,"Diary of Anne Frank, The",False,white,white
1959,1960,17,Best Director - Motion Picture,Fred Zinnemann,"Nun's Story, The",False,white,white
1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Greer Garson,Sunrise at Campobello,True,white,white
1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Doris Day,Midnight Lace,False,unknown,unknown
1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Nancy Kwan,The World Of Suzie Wong,False,unknown,unknown
1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Jean Simmons,Elmer Gantry,False,unknown,unknown
1960,1961,18,Best Performance by an Actress in a Motion Picture - Drama,Elizabeth Taylor,Butterfield 8,False,white,white
1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,Elmer Gantry,True,white,white
1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,Inherit the Wind - 1960,False,white,white
1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Trevor Howard,Sons and Lovers,False,white,white
1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Laurence Olivier,Spartacus,False,white,white
1960,1961,18,Best Performance by an Actor in a Motion Picture - Drama,Dean Stockwell,Sons and Lovers,False,unknown,unknown
1960,1961,18,Best Director - Motion Picture,Jack Cardiff,Sons and Lovers,True,white,white
1960,1961,18,Best Director - Motion Picture,Richard Brooks,Elmer Gantry,False,unknown,unknown
1960,1961,18,Best Director - Motion Picture,Stanley Kubrick,Spartacus,False,unknown,unknown
1960,1961,18,Best Director - Motion Picture,Billy Wilder,"Apartment, The",False,white,white
1960,1961,18,Best Director - Motion Picture,Fred Zinnemann,"Sundowners, The",False,white,white
1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Summer and Smoke,True,white,white
1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Leslie Caron,Fanny,False,unknown,unknown
1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,"Children's Hour, The",False,unknown,unknown
1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Claudia McNeil,"Raisin in the Sun, A",False,unknown,unknown
1961,1962,19,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Splendor in the Grass,False,white,white
1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Maximilian Schell,Judgment at Nuremberg,True,white,white
1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Sidney Poitier,"Raisin in the Sun, A",False,unknown,unknown
1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Splendor in the Grass,False,unknown,unknown
1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Maurice Chevalier,Fanny,False,unknown,unknown
1961,1962,19,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,The Hustler,False,white,white
1961,1962,19,Best Director - Motion Picture,Stanley Kramer,Judgment at Nuremberg,True,white,white
1961,1962,19,Best Director - Motion Picture,J. Lee Thompson,The Guns Of Navarone,False,white,white
1961,1962,19,Best Director - Motion Picture,Anthony Mann,El Cid,False,unknown,unknown
1961,1962,19,Best Director - Motion Picture,Robert Wise,West Side Story,False,unknown,unknown
1961,1962,19,Best Director - Motion Picture,William Wyler,"Children's Hour, The",False,unknown,unknown
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Sweet Bird of Youth,True,white,white
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Bette Davis,What Ever Happened To Baby Jane?,False,white,white
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,Long Day's Journey Into Night (1962),False,white,white
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Glynis Johns,"Chapman Report, The",False,unknown,unknown
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Melina Mercouri,Phaedra ,False,unknown,unknown
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Lee Remick,Days of Wine and Roses,False,white,white
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Susan Strasberg,Hemingway's Adventures of a Young Man,False,unknown,unknown
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Shelley Winters,Lolita,False,unknown,unknown
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Susannah York,Freud,False,unknown,unknown
1962,1963,20,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,"Miracle Worker, The",False,white,white
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,To Kill A Mockingbird,True,white,white
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Bobby Darin,Pressure Point,False,unknown,unknown
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Jackie Gleason,Gigot,False,unknown,unknown
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Laurence Harvey,The Wonderful World Of The Brothers Grimm,False,unknown,unknown
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,Birdman of Alcatraz,False,white,white
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,Days of Wine and Roses,False,white,white
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,James Mason,Lolita,False,unknown,unknown
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Sweet Bird of Youth,False,unknown,unknown
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,Lawrence Of Arabia,False,white,white
1962,1963,20,Best Performance by an Actor in a Motion Picture - Drama,Anthony Quinn,Lawrence Of Arabia,False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,David Lean,Lawrence Of Arabia,True,white,white
1962,1963,20,Best Director - Motion Picture,Blake Edwards,Days of Wine and Roses,False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,John Frankenheimer,"Manchurian Candidate, The",False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,John Huston,Freud,False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,Stanley Kubrick,Lolita,False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,Mervyn LeRoy,Gypsy,False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,Robert Mulligan,To Kill A Mockingbird,False,white,white
1962,1963,20,Best Director - Motion Picture,Martin Ritt,Hemingway's Adventures of a Young Man,False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,George Cukor,"Chapman Report, The",False,unknown,unknown
1962,1963,20,Best Director - Motion Picture,Morton DaCosta,Meredith Willson's The Music Man,False,unknown,unknown
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Leslie Caron,"L-Shaped Room, The",True,white,white
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Polly Bergen,"Caretakers, The",False,unknown,unknown
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Toys in the Attic,False,unknown,unknown
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Rachel Roberts,This Sporting Life,False,white,white
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Romy Schneider,"Cardinal, The",False,unknown,unknown
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Alida Valli,"Paper Man, The",False,unknown,unknown
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Marina Vlady,"Conjugal Bed, The",False,unknown,unknown
1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,Love with the Proper Stranger,False,white,white
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Sidney Poitier,Lilies of the Field,True,black,black
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Tom Tryon,"Cardinal, The",False,unknown,unknown
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,"Ugly American, The",False,unknown,unknown
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Stathis Giallelis,"America, America",False,unknown,unknown
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Rex Harrison,Cleopatra,False,white,white
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Love with the Proper Stranger,False,unknown,unknown
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Hud,False,white,white
1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck,"Captain Newman, M.D.",False,unknown,unknown
1963,1964,21,Best Director - Motion Picture,Elia Kazan,"America, America",True,white,white
1963,1964,21,Best Director - Motion Picture,Hall Bartlett,"Caretakers, The",False,unknown,unknown
1963,1964,21,Best Director - Motion Picture,George Englund,"Ugly American, The",False,unknown,unknown
1963,1964,21,Best Director - Motion Picture,Joseph L. Mankiewicz,Cleopatra,False,unknown,unknown
1963,1964,21,Best Director - Motion Picture,Otto Preminger,"Cardinal, The",False,white,white
1963,1964,21,Best Director - Motion Picture,Tony Richardson,Tom Jones,False,white,white
1963,1964,21,Best Director - Motion Picture,Martin Ritt,Hud,False,white,white
1963,1964,21,Best Director - Motion Picture,Robert Wise,"Haunting, The",False,unknown,unknown
1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft,"Pumpkin Eater, The",True,white,white
1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Rita Hayworth,Circus World,False,unknown,unknown
1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page,Dear Heart,False,unknown,unknown
1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Jean Seberg,Lilith,False,unknown,unknown
1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Ava Gardner,"Night of the Iguana, The",False,unknown,unknown
1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,Becket,True,white,white
1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Anthony Franciosa,Rio Conchos,False,unknown,unknown
1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Fredric March,Seven Days In May,False,unknown,unknown
1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Anthony Quinn,Zorba The Greek,False,hispanic,hispanic
1964,1965,22,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Becket,False,white,white
1964,1965,22,Best Director - Motion Picture,George Cukor,My Fair Lady,True,white,white
1964,1965,22,Best Director - Motion Picture,Michael Cacoyannis,Zorba The Greek,False,white,white
1964,1965,22,Best Director - Motion Picture,John Frankenheimer,Seven Days In May,False,unknown,unknown
1964,1965,22,Best Director - Motion Picture,Peter Glenville,Becket,False,white,white
1964,1965,22,Best Director - Motion Picture,John Huston,"Night of the Iguana, The",False,unknown,unknown
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,Samantha Eggar,"Collector, The",True,white,white
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,Maggie Smith,Othello,False,white,white
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,Julie Christie,Darling,False,white,white
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,Elizabeth Hartman,"Patch of Blue, A",False,white,white
1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,Simone Signoret,Ship of Fools,False,white,white
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,Omar Sharif,Doctor Zhivago,True,unknown,unknown
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,Rex Harrison,"Agony and The Ecstasy, The",False,unknown,unknown
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,Sidney Poitier,"Patch of Blue, A",False,unknown,unknown
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,Rod Steiger,"Pawnbroker, The",False,white,white
1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,Oskar Werner,Ship of Fools,False,white,white
1965,1966,23,Best Director - Motion Picture,David Lean,Doctor Zhivago,True,white,white
1965,1966,23,Best Director - Motion Picture,Guy Green,"Patch of Blue, A",False,unknown,unknown
1965,1966,23,Best Director - Motion Picture,John Schlesinger,Darling,False,white,white
1965,1966,23,Best Director - Motion Picture,Robert Wise,"Sound of Music, The",False,white,white
1965,1966,23,Best Director - Motion Picture,William Wyler,"Collector, The",False,white,white
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,Anouk Aimée,A Man And A Woman,True,unknown,unknown
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,Natalie Wood,This Property Is Condemned,False,unknown,unknown
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,Ida Kaminska,"Shop on Main Street, The",False,white,white
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,Virginia McKenna,Born Free,False,unknown,unknown
1966,1967,24,Best Performance by an Actress in a Motion Picture - Drama,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,False,white,white
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,Paul Scofield,"Man for All Seasons, A",True,white,white
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Who's Afraid of Virginia Woolf?,False,white,white
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,Michael Caine,Alfie (1966),False,white,white
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,The Sand Pebbles,False,black,black
1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,Max von Sydow,Hawaii,False,unknown,unknown
1966,1967,24,Best Director - Motion Picture,Fred Zinnemann,"Man for All Seasons, A",True,white,white
1966,1967,24,Best Director - Motion Picture,Lewis Gilbert,Alfie (1966),False,unknown,unknown
1966,1967,24,Best Director - Motion Picture,Claude Lelouch,A Man And A Woman,False,white,white
1966,1967,24,Best Director - Motion Picture,Mike Nichols,Who's Afraid of Virginia Woolf?,False,white,white
1966,1967,24,Best Director - Motion Picture,Robert Wise,The Sand Pebbles,False,unknown,unknown
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Edith Evans,The Whisperers,True,unknown,unknown
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway,Bonnie and Clyde,False,white,white
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,Wait Until Dark,False,white,white
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,Guess Who's Coming To Dinner,False,white,white
1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Anne Heywood,The Fox,False,unknown,unknown
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Rod Steiger,In the Heat of the Night,True,white,white
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Alan Bates,Far From The Madding Crowd,False,unknown,unknown
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Bonnie and Clyde,False,white,white
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman,Cool Hand Luke,False,white,white
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,Guess Who's Coming To Dinner,False,white,white
1967,1968,25,Best Performance by an Actor in a Motion Picture - Drama,Sidney Poitier,In the Heat of the Night,False,unknown,unknown
1967,1968,25,Best Director - Motion Picture,Mike Nichols,"Graduate, The",True,white,white
1967,1968,25,Best Director - Motion Picture,Norman Jewison,In the Heat of the Night,False,white,white
1967,1968,25,Best Director - Motion Picture,Stanley Kramer,Guess Who's Coming To Dinner,False,white,white
1967,1968,25,Best Director - Motion Picture,Arthur Penn,Bonnie and Clyde,False,white,white
1967,1968,25,Best Director - Motion Picture,Mark Rydell,The Fox,False,unknown,unknown
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Rachel, Rachel",True,white,white
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,Beryl Reid,"Killing of Sister George, The",False,unknown,unknown
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,Mia Farrow,Rosemary's Baby,False,unknown,unknown
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,The Lion in Winter,False,white,white
1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,Isadora,False,white,white
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,The Lion in Winter,True,white,white
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,Alan Arkin,"Heart Is a Lonely Hunter, The",False,white,white
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,Alan Bates,"Fixer, The",False,white,white
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,Tony Curtis,"Boston Strangler, The",False,unknown,unknown
1968,1969,26,Best Performance by an Actor in a Motion Picture - Drama,Cliff Robertson,Charly,False,white,white
1968,1969,26,Best Director - Motion Picture,Paul Newman,"Rachel, Rachel",True,unknown,unknown
1968,1969,26,Best Director - Motion Picture,Franco Zeffirelli,Romeo and Juliet,False,white,white
1968,1969,26,Best Director - Motion Picture,Anthony Harvey,The Lion in Winter,False,white,white
1968,1969,26,Best Director - Motion Picture,Carol Reed,Oliver!,False,white,white
1968,1969,26,Best Director - Motion Picture,William Wyler,Funny Girl,False,unknown,unknown
1969,1970,27,Best Performance by an Actress in a Motion Picture - Drama,Geneviève Bujold,Anne of the Thousand Days,True,unknown,unknown
